,EspnId,Name,Util,P,SP,Espn_proj,OF,3B,SS,1B,2B,C,RP
89,41022,Justin Steele,False,True,True,500.0,False,False,False,False,False,False,False
90,4654313,Bryce Miller,False,True,True,485.0,False,False,False,False,False,False,False
91,41292,Cal Raleigh,True,False,False,477.0,False,False,False,False,False,True,False
92,4148749,Robert Suarez,False,True,False,525.0,False,False,False,False,False,False,True
93,39910,Zac Gallen,False,True,True,505.0,False,False,False,False,False,False,False
94,38980,Bryan Reynolds,True,False,False,520.0,True,False,False,False,False,False,False
95,32159,Brandon Nimmo,True,False,False,485.0,True,False,False,False,False,False,False
96,33912,Cody Bellinger,True,False,False,433.0,True,False,False,True,False,False,False
97,39635,Hunter Greene,False,True,True,468.0,False,False,False,False,False,False,False
98,32667,Kevin Gausman,False,True,True,493.0,False,False,False,False,False,False,False
99,41109,Jhoan Duran,False,True,False,485.0,False,False,False,False,False,False,True
100,4722857,Spencer Steer,True,False,False,514.0,True,False,False,True,False,False,False
101,4142424,Seiya Suzuki,True,False,False,476.0,True,False,False,False,False,False,False
102,38827,Keibert Ruiz,True,False,False,342.0,False,False,False,False,False,True,False
103,31117,Jurickson Profar,True,False,False,482.0,True,False,False,False,False,False,False
104,4717803,Hunter Brown,False,True,True,498.0,False,False,False,False,False,False,False
105,5134621,Jung Hoo Lee,True,False,False,375.0,True,False,False,False,False,False,False
106,33841,Jeff Hoffman,False,True,False,384.0,False,False,False,False,False,False,True
107,41433,Jazz Chisholm Jr.,True,False,False,472.0,True,True,False,False,False,False,False
108,33675,Willy Adames,True,False,False,526.0,False,False,True,False,False,False,False
109,4721302,Brandon Pfaadt,False,True,True,487.0,False,False,False,False,False,False,False
110,31668,Marcell Ozuna,True,False,False,552.0,False,False,False,False,False,False,False
111,32796,Jacob deGrom,False,True,True,382.0,False,False,False,False,False,False,False
112,32758,Christian Walker,True,False,False,558.0,False,False,False,True,False,False,False
113,40926,Brent Rooker,True,False,False,562.0,False,False,False,False,False,False,False
114,4424862,Spencer Schwellenbach,False,True,True,432.0,False,False,False,False,False,False,False
115,33696,Carlos Rodon,False,True,True,468.0,False,False,False,False,False,False,False
116,41415,Yusei Kikuchi,False,True,True,443.0,False,False,False,False,False,False,False
117,42402,CJ Abrams,True,False,False,506.0,False,False,True,False,False,False,False
118,33804,Gleyber Torres,True,False,False,455.0,False,False,False,False,True,False,False
119,31283,Christian Yelich,True,False,False,488.0,True,False,False,False,False,False,False
120,33481,Yandy Diaz,True,False,False,434.0,False,False,False,True,False,False,False
121,41196,Grayson Rodriguez,False,True,True,449.0,False,False,False,False,False,False,False
122,33072,Ryan Pressly,False,True,False,331.0,False,False,False,False,False,False,True
123,33837,Jack Flaherty,False,True,True,470.0,False,False,False,False,False,False,False
124,4905921,Junior Caminero,True,False,False,426.0,False,True,False,False,False,False,False
125,31606,Xander Bogaerts,True,False,False,439.0,False,False,True,False,True,False,False
126,32532,Willson Contreras,True,False,False,398.0,False,False,False,False,False,True,False
127,42179,Riley Greene,True,False,False,483.0,True,False,False,False,False,False,False
128,33377,Teoscar Hernandez,True,False,False,532.0,True,False,False,False,False,False,False
129,35135,Tanner Scott,False,True,False,433.0,False,False,False,False,False,False,True
130,37729,Andres Gimenez,True,False,False,443.0,False,False,False,False,True,False,False
131,32653,Carlos Correa,True,False,False,431.0,False,False,True,False,False,False,False
132,4683365,Masyn Winn,True,False,False,450.0,False,False,True,False,False,False,False
133,4734325,Bowden Francis,False,True,True,383.0,False,False,False,False,False,False,True
134,42417,Bryson Stott,True,False,False,428.0,False,False,False,False,True,False,False
135,4918256,James Wood,True,False,False,493.0,True,False,False,False,False,False,False
136,36364,Jake Cronenworth,True,False,False,465.0,False,False,False,True,True,False,False
137,4905920,Alexis Diaz,False,True,False,447.0,False,False,False,False,False,False,True
138,36488,Randy Arozarena,True,False,False,500.0,True,False,False,False,False,False,False
139,32078,George Springer,True,False,False,449.0,True,False,False,False,False,False,False
140,33857,Matt Chapman,True,False,False,485.0,False,True,False,False,False,False,False
141,36040,Lourdes Gurriel Jr.,True,False,False,412.0,True,False,False,False,False,False,False
142,4345070,Alec Burleson,True,False,False,431.0,True,False,False,False,False,False,False
143,5134638,Roki Sasaki,False,True,True,395.0,False,False,False,False,False,False,False
144,41171,Jonathan India,True,False,False,469.0,False,False,False,False,True,False,False
145,4905884,Maikel Garcia,True,False,False,472.0,False,True,False,False,True,False,False
146,34975,Tyler Stephenson,True,False,False,378.0,False,False,False,False,False,True,False
147,38303,David Bednar,False,True,False,442.0,False,False,False,False,False,False,True
148,42464,Gabriel Moreno,True,False,False,308.0,False,False,False,False,False,True,False
149,4142421,Kodai Senga,False,True,True,466.0,False,False,False,False,False,False,False
150,4917919,Lawrence Butler,True,False,False,469.0,True,False,False,False,False,False,False
151,5116851,Justin Martinez,False,True,False,417.0,False,False,False,False,False,False,True
152,34923,Taylor Ward,True,False,False,483.0,True,False,False,False,False,False,False
153,42081,Alejandro Kirk,True,False,False,308.0,False,False,False,False,False,True,False
154,39907,Tommy Edman,True,False,False,413.0,True,False,True,False,False,False,False
155,39712,Oneil Cruz,True,False,False,483.0,True,False,True,False,False,False,False
156,41273,Jeremy Pena,True,False,False,477.0,False,False,True,False,False,False,False
157,31187,Nick Castellanos,True,False,False,488.0,True,False,False,False,False,False,False
158,40459,Luis Garcia Jr.,True,False,False,395.0,False,False,False,False,True,False,False
159,4918156,Jared Jones,False,True,True,465.0,False,False,False,False,False,False,False
160,35537,Adolis Garcia,True,False,False,510.0,True,False,False,False,False,False,False
161,33722,Mitch Keller,False,True,True,468.0,False,False,False,False,False,False,False
162,38904,Bo Bichette,True,False,False,422.0,False,False,True,False,False,False,False
163,36071,Nick Pivetta,False,True,True,446.0,False,False,False,False,False,False,False
164,41009,Tanner Houck,False,True,True,467.0,False,False,False,False,False,False,False
165,32811,Jose Berrios,False,True,True,447.0,False,False,False,False,False,False,False
166,4422899,Matt McLain,True,False,False,510.0,False,False,True,False,True,False,False
167,42480,Taj Bradley,False,True,True,428.0,False,False,False,False,False,False,False
168,33860,Reynaldo Lopez,False,True,True,393.0,False,False,False,False,False,False,False
169,4298641,Jordan Westburg,True,False,False,466.0,False,True,False,False,True,False,False
170,30836,Mike Trout,True,False,False,419.0,True,False,False,False,False,False,False
171,42410,JJ Bleday,True,False,False,458.0,True,False,False,False,False,False,False
172,34873,Seth Lugo,False,True,True,453.0,False,False,False,False,False,False,False
173,40080,Trevor Megill,False,True,False,333.0,False,False,False,False,False,False,True
174,33303,Max Muncy,True,False,False,482.0,False,True,False,False,False,False,False
175,42359,Cristopher Sanchez,False,True,True,481.0,False,False,False,False,False,False,False
176,41253,Francisco Alvarez,True,False,False,345.0,False,False,False,False,False,True,False
177,33244,Sean Manaea,False,True,True,444.0,False,False,False,False,False,False,False
178,36618,Lucas Erceg,False,True,False,316.0,False,False,False,False,False,False,True
179,41180,Triston Casas,True,False,False,487.0,False,False,False,True,False,False,False
180,36480,Nestor Cortes,False,True,True,397.0,False,False,False,False,False,False,False
181,35578,Cedric Mullins,True,False,False,372.0,True,False,False,False,False,False,False
182,4448736,Lars Nootbaar,True,False,False,368.0,True,False,False,False,False,False,False
183,4629089,Bryan Woo,False,True,True,382.0,False,False,False,False,False,False,False
184,32804,Zach Eflin,False,True,True,425.0,False,False,False,False,False,False,False
185,33372,Nick Martinez,False,True,True,376.0,False,False,False,False,False,False,True
186,34895,Dansby Swanson,True,False,False,497.0,False,False,True,False,False,False,False
187,39636,MacKenzie Gore,False,True,True,442.0,False,False,False,False,False,False,False
188,4719511,Dylan Crews,True,False,False,447.0,True,False,False,False,False,False,False
189,42598,Shea Langeliers,True,False,False,413.0,False,False,False,False,False,True,False
190,41197,Jake McCarthy,True,False,False,399.0,True,False,False,False,False,False,False
191,42462,Brenton Doyle,True,False,False,511.0,True,False,False,False,False,False,False
192,33148,Chris Bassitt,False,True,True,454.0,False,False,False,False,False,False,False
193,40538,Nathaniel Lowe,True,False,False,471.0,False,False,False,True,False,False,False
194,33786,Alex Verdugo,True,False,False,338.0,True,False,False,False,False,False,False
195,4307825,Spencer Strider,False,True,True,356.0,False,False,False,False,False,False,False
196,41179,Brice Turang,True,False,False,453.0,False,False,False,False,True,False,False
197,39882,Jake Burger,True,False,False,456.0,False,True,False,True,False,False,False
198,40635,Royce Lewis,True,False,False,347.0,False,True,False,False,False,False,False
199,4208281,Ryan Pepiot,False,True,True,386.0,False,False,False,False,False,False,False
200,4417795,Sal Frelick,True,False,False,351.0,True,False,False,False,False,False,False
201,37515,Brandon Woodruff,False,True,True,377.0,False,False,False,False,False,False,False
202,32177,J.T. Realmuto,True,False,False,354.0,False,False,False,False,False,True,False
203,36409,Lane Thomas,True,False,False,416.0,True,False,False,False,False,False,False
204,32367,Eugenio Suarez,True,False,False,483.0,False,True,False,False,False,False,False
205,31174,Nathan Eovaldi,False,True,True,413.0,False,False,False,False,False,False,False
206,42958,Joey Ortiz,True,False,False,363.0,False,True,False,False,False,False,False
207,42047,Logan O'Hoppe,True,False,False,396.0,False,False,False,False,False,True,False
208,41587,Ryan Jeffers,True,False,False,351.0,False,False,False,False,False,True,False
209,42927,Christopher Morel,True,False,False,466.0,False,True,False,False,True,False,False
210,41829,Ronel Blanco,False,True,True,463.0,False,False,False,False,False,False,False
211,4683349,Austin Wells,True,False,False,343.0,False,False,False,False,False,True,False
212,36020,TJ Friedl,True,False,False,343.0,True,False,False,False,False,False,False
213,36201,A.J. Puk,False,True,False,326.0,False,False,False,False,False,False,True
214,33842,Jonah Heim,True,False,False,306.0,False,False,False,False,False,True,False
215,39642,Heliot Ramos,True,False,False,419.0,True,False,False,False,False,False,False
216,42180,Pete Fairbanks,False,True,False,374.0,False,False,False,False,False,False,True
217,42604,Griffin Jax,False,True,False,253.0,False,False,False,False,False,False,True
218,42714,Kerry Carpenter,True,False,False,413.0,True,False,False,False,False,False,False
219,32145,Jason Adam,False,True,False,245.0,False,False,False,False,False,False,True
220,32640,Michael Wacha,False,True,True,421.0,False,False,False,False,False,False,False
221,32558,Jorge Soler,True,False,False,429.0,True,False,False,False,False,False,False
222,4228472,Spencer Horwitz,True,False,False,429.0,False,False,False,True,True,False,False
223,4683384,Colt Keith,True,False,False,378.0,False,False,False,False,True,False,False
224,4416990,Colton Cowser,True,False,False,455.0,True,False,False,False,False,False,False
225,4739755,Nolan Schanuel,True,False,False,407.0,False,False,False,True,False,False,False
226,39817,Ranger Suarez,False,True,True,432.0,False,False,False,False,False,False,False
227,41889,Ivan Herrera,True,False,False,313.0,False,False,False,False,False,True,False
228,33770,Luke Weaver,False,True,False,277.0,False,False,False,False,False,False,True
229,5080633,Jackson Holliday,True,False,False,411.0,False,False,False,False,True,False,False
230,4717833,Pete Crow-Armstrong,True,False,False,404.0,True,False,False,False,False,False,False
231,30280,Carlos Santana,True,False,False,434.0,False,False,False,True,False,False,False
232,37237,Luis Rengifo,True,False,False,367.0,False,True,False,False,True,False,False
233,42547,Anthony Volpe,True,False,False,509.0,False,False,True,False,False,False,False
234,42394,Andrew Vaughn,True,False,False,424.0,False,False,False,True,False,False,False
235,30442,Aroldis Chapman,False,True,False,289.0,False,False,False,False,False,False,True
236,41326,Xavier Edwards,True,False,False,416.0,False,False,True,False,False,False,False
237,41034,Mark Vientos,True,False,False,443.0,False,True,False,False,False,False,False
238,4417606,Connor Norby,True,False,False,464.0,False,True,False,False,True,False,False
239,41199,Shane McClanahan,False,True,True,346.0,False,False,False,False,False,False,False
240,41223,Parker Meadows,True,False,False,446.0,True,False,False,False,False,False,False
241,4905919,Ezequiel Tovar,True,False,False,494.0,False,False,True,False,False,False,False
242,31027,Paul Goldschmidt,True,False,False,476.0,False,False,False,True,False,False,False
243,4666100,Zach Neto,True,False,False,442.0,False,False,True,False,False,False,False
244,39639,Shane Baz,False,True,True,414.0,False,False,False,False,False,False,False
245,33793,Erick Fedde,False,True,True,432.0,False,False,False,False,False,False,False
246,4990055,Wilyer Abreu,True,False,False,419.0,True,False,False,False,False,False,False
247,34230,Willi Castro,True,False,False,446.0,True,True,True,False,True,False,False
248,39957,Jesus Sanchez,True,False,False,392.0,True,False,False,False,False,False,False
249,40086,Connor Wong,True,False,False,348.0,False,False,False,False,False,True,False
250,35241,Sandy Alcantara,False,True,True,338.0,False,False,False,False,False,False,False
251,39631,Luis Robert Jr.,True,False,False,399.0,True,False,False,False,False,False,False
252,33210,J.P. Crawford,True,False,False,361.0,False,False,True,False,False,False,False
253,40963,Daulton Varsho,True,False,False,361.0,True,False,False,False,False,False,False
254,34861,Carlos Estevez,False,True,False,341.0,False,False,False,False,False,False,True
255,41208,Bryan Abreu,False,True,False,256.0,False,False,False,False,False,False,True
256,41085,Clarke Schmidt,False,True,True,407.0,False,False,False,False,False,False,False
257,41000,Jose Miranda,True,False,False,296.0,False,True,False,False,False,False,False
258,41172,Brady Singer,False,True,True,453.0,False,False,False,False,False,False,False
259,4987924,Cade Smith,False,True,False,218.0,False,False,False,False,False,False,True
260,33263,Luis Severino,False,True,True,436.0,False,False,False,False,False,False,False
261,42401,Jasson Dominguez,True,False,False,387.0,True,False,False,False,False,False,False
262,42415,Michael Busch,True,False,False,456.0,False,False,False,True,False,False,False
263,32623,Kirby Yates,False,True,False,246.0,False,False,False,False,False,False,True
264,32833,Jesse Winker,True,False,False,329.0,True,False,False,False,False,False,False
265,33900,Jeff McNeil,True,False,False,328.0,False,False,False,False,True,False,False
266,4720856,Brayan Bello,False,True,True,434.0,False,False,False,False,False,False,False
267,40934,Aaron Civale,False,True,True,399.0,False,False,False,False,False,False,False
268,35183,Ryan O'Hearn,True,False,False,352.0,False,False,False,True,False,False,False
269,4089862,Ha-Seong Kim,True,False,False,302.0,False,False,True,False,False,False,False
270,31755,Liam Hendriks,False,True,False,300.0,False,False,False,False,False,False,True
271,41183,Bo Naylor,True,False,False,307.0,False,False,False,False,False,True,False
272,4867667,Matt Shaw,True,False,False,396.0,False,True,True,False,True,False,False
273,31392,Joc Pederson,True,False,False,400.0,False,False,False,False,False,False,False
274,34168,Tyler O'Neill,True,False,False,393.0,True,False,False,False,False,False,False
275,4311634,Nick Gonzales,True,False,False,389.0,False,False,False,False,True,False,False
276,32175,Robbie Ray,False,True,True,337.0,False,False,False,False,False,False,False
277,42437,Josh Jung,True,False,False,319.0,False,True,False,False,False,False,False
278,33247,Ryan McMahon,True,False,False,434.0,False,True,False,False,False,False,False
279,39961,Brandon Lowe,True,False,False,345.0,False,False,False,False,True,False,False
280,5185133,Porter Hodge,False,True,False,301.0,False,False,False,False,False,False,True
281,36485,Thairo Estrada,True,False,False,387.0,False,False,False,False,True,False,False
282,36543,Kyle Finnegan,False,True,False,429.0,False,False,False,False,False,False,True
283,42698,Jason Foley,False,True,False,402.0,False,False,False,False,False,False,True
284,41636,Matt Vierling,True,False,False,383.0,True,True,False,False,False,False,False
285,32968,Merrill Kelly,False,True,True,417.0,False,False,False,False,False,False,False
286,4719300,Jacob Wilson,True,False,False,334.0,False,False,True,False,False,False,False
287,29155,Charlie Morton,False,True,True,412.0,False,False,False,False,False,False,False
288,33763,Michael Kopech,False,True,False,222.0,False,False,False,False,False,False,True
289,4987382,Ceddanne Rafaela,True,False,False,401.0,True,False,True,False,False,False,False
290,40557,Josh Lowe,True,False,False,419.0,True,False,False,False,False,False,False
291,33557,Sean Murphy,True,False,False,323.0,False,False,False,False,False,True,False
292,4684778,Jordan Walker,True,False,False,331.0,True,False,False,False,False,False,False
293,34401,Matthew Boyd,False,True,True,335.0,False,False,False,False,False,False,False
294,32531,Jeimer Candelario,True,False,False,360.0,False,True,False,True,False,False,False
295,35020,Ke'Bryan Hayes,True,False,False,342.0,False,True,False,False,False,False,False
296,3983833,Tyler Holton,False,True,True,258.0,False,False,False,False,False,False,True
297,4726080,Spencer Arrighetti,False,True,True,384.0,False,False,False,False,False,False,False
298,42433,Nick Lodolo,False,True,True,363.0,False,False,False,False,False,False,False
299,34986,Andrew Benintendi,True,False,False,375.0,True,False,False,False,False,False,False
300,29630,Kenley Jansen,False,True,False,331.0,False,False,False,False,False,False,True
301,40948,MJ Melendez,True,False,False,337.0,True,False,False,False,False,False,False
302,4414210,Jacob Young,True,False,False,358.0,True,False,False,False,False,False,False
303,4326697,Reid Detmers,False,True,True,358.0,False,False,False,False,False,False,False
304,4734319,Reese Olson,False,True,True,390.0,False,False,False,False,False,False,False
305,32672,Andrew Heaney,False,True,True,351.0,False,False,False,False,False,False,False
306,4345843,Patrick Bailey,True,False,False,288.0,False,False,False,False,False,True,False
307,35291,Rhys Hoskins,True,False,False,415.0,False,False,False,True,False,False,False
308,41290,Jake Irvin,False,True,True,396.0,False,False,False,False,False,False,False
309,4629081,Brooks Lee,True,False,False,275.0,False,True,True,False,False,False,False
310,4345076,Gavin Williams,False,True,True,360.0,False,False,False,False,False,False,False
311,4917927,Kyle Manzardo,True,False,False,381.0,False,False,False,False,False,False,False
312,4630789,Orion Kerkering,False,True,False,228.0,False,False,False,False,False,False,True
313,41917,Otto Lopez,True,False,False,319.0,False,False,False,False,True,False,False
314,36052,Zack Littell,False,True,True,360.0,False,False,False,False,False,False,False
315,34940,Ryan Mountcastle,True,False,False,382.0,False,False,False,True,False,False,False
316,33325,Chad Green,False,True,False,287.0,False,False,False,False,False,False,True
317,5007615,Caleb Durbin,True,False,False,309.0,False,True,False,False,True,False,False
318,32530,Orlando Arcia,True,False,False,368.0,False,False,True,False,False,False,False
319,42584,Drew Rasmussen,False,True,True,244.0,False,False,False,False,False,False,True
320,32655,Byron Buxton,True,False,False,371.0,True,False,False,False,False,False,False
321,39667,Jesus Luzardo,False,True,True,325.0,False,False,False,False,False,False,False
322,40521,Luis Campusano,True,False,False,202.0,False,False,False,False,False,True,False
323,5005912,Jonny DeLuca,True,False,False,327.0,True,False,False,False,False,False,False
324,35004,Danny Jansen,True,False,False,196.0,False,False,False,False,False,True,False
325,41205,Trevor Larnach,True,False,False,330.0,True,False,False,False,False,False,False
326,41014,Jeremiah Estrada,False,True,False,213.0,False,False,False,False,False,False,True
327,33341,Mike Yastrzemski,True,False,False,358.0,True,False,False,False,False,False,False
328,4683375,Kyle Harrison,False,True,True,368.0,False,False,False,False,False,False,False
329,4917921,Evan Carter,True,False,False,351.0,True,False,False,False,False,False,False
330,4416591,Hunter Goodman,True,False,False,221.0,True,False,False,False,False,True,False
331,33711,Michael Conforto,True,False,False,331.0,True,False,False,False,False,False,False
332,33249,Frankie Montas,False,True,True,396.0,False,False,False,False,False,False,False
333,32517,Josh Bell,True,False,False,409.0,False,False,False,True,False,False,False
334,36380,Jordan Romano,False,True,False,213.0,False,False,False,False,False,False,True
335,33840,Grant Holmes,False,True,True,282.0,False,False,False,False,False,False,True
336,4109034,Andre Pallante,False,True,True,330.0,False,False,False,False,False,False,True
337,39716,Tobias Myers,False,True,True,353.0,False,False,False,False,False,False,False
338,35397,Jeffrey Springs,False,True,True,314.0,False,False,False,False,False,False,False
339,40423,Gavin Lux,True,False,False,345.0,False,False,False,False,True,False,False
340,32055,Yu Darvish,False,True,True,299.0,False,False,False,False,False,False,False
341,31258,Jameson Taillon,False,True,True,369.0,False,False,False,False,False,False,False
342,33205,Hunter Renfroe,True,False,False,315.0,True,False,False,False,False,False,False
343,41287,Ernie Clement,True,False,False,256.0,False,True,True,False,False,False,False
344,35304,Mauricio Dubon,True,False,False,275.0,True,False,False,True,True,False,False
345,34862,Matt Strahm,False,True,False,203.0,False,False,False,False,False,False,True
346,41263,Kyle Isbel,True,False,False,325.0,True,False,False,False,False,False,False
347,43030,Tyler Fitzgerald,True,False,False,416.0,False,False,True,False,False,False,False
348,5101355,Luis Ortiz,False,True,True,277.0,False,False,False,False,False,False,True
349,32827,Clay Holmes,False,True,False,234.0,False,False,False,False,False,False,True
350,39251,Walker Buehler,False,True,True,338.0,False,False,False,False,False,False,False
351,28976,Max Scherzer,False,True,True,263.0,False,False,False,False,False,False,False
352,40767,Pavin Smith,True,False,False,191.0,True,False,False,True,False,False,False
353,40854,Jo Adell,True,False,False,347.0,True,False,False,False,False,False,False
354,42427,Matt Wallner,True,False,False,386.0,True,False,False,False,False,False,False
355,41359,Richie Palacios,True,False,False,255.0,True,False,False,False,True,False,False
356,31870,Max Kepler,True,False,False,255.0,True,False,False,False,False,False,False
357,41337,Camilo Doval,False,True,False,261.0,False,False,False,False,False,False,True
358,38905,Miguel Amaya,True,False,False,208.0,False,False,False,False,False,True,False
359,4414531,Zack Gelof,True,False,False,399.0,False,False,False,False,True,False,False
360,4313442,Garrett Mitchell,True,False,False,385.0,True,False,False,False,False,False,False
361,38295,Dean Kremer,False,True,True,317.0,False,False,False,False,False,False,False
362,40593,Dylan Moore,True,False,False,427.0,True,True,True,False,True,False,False
363,4712767,Endy Rodriguez,True,False,False,162.0,False,False,False,False,False,True,False
364,40021,Joel Payamps,False,True,False,243.0,False,False,False,False,False,False,True
365,40626,Luis Gil,False,True,True,468.0,False,False,False,False,False,False,False
366,4872598,Masataka Yoshida,True,False,False,264.0,False,False,False,False,False,False,False
367,4987645,Mitch Spence,False,True,True,282.0,False,False,False,False,False,False,True
368,4414525,Kumar Rocker,False,True,True,343.0,False,False,False,False,False,False,False
369,37340,Nolan Jones,True,False,False,332.0,True,False,False,False,False,False,False
370,4187661,Hunter Gaddis,False,True,False,176.0,False,False,False,False,False,False,True
371,41432,Kevin Ginkel,False,True,False,196.0,False,False,False,False,False,False,True
372,41201,Kris Bubic,False,True,False,205.0,False,False,False,False,False,False,True
373,37974,Jake Fraley,True,False,False,285.0,True,False,False,False,False,False,False
374,35042,Victor Robles,True,False,False,360.0,True,False,False,False,False,False,False
375,32106,Jose Quintana,False,True,True,327.0,False,False,False,False,False,False,False
376,37909,Jordan Hicks,False,True,True,247.0,False,False,False,False,False,False,True
377,41928,Freddy Fermin,True,False,False,249.0,False,False,False,False,False,True,False
378,41168,Joey Bart,True,False,False,261.0,False,False,False,False,False,True,False
379,42412,Michael Toglia,True,False,False,392.0,False,False,False,True,False,False,False
380,32185,Blake Treinen,False,True,False,162.0,False,False,False,False,False,False,True
381,32151,Tyler Anderson,False,True,True,362.0,False,False,False,False,False,False,False
382,3960984,Jonah Bride,True,False,False,273.0,False,False,False,True,False,False,False
383,4683356,Mitchell Parker,False,True,True,374.0,False,False,False,False,False,False,False
384,35676,Seth Brown,True,False,False,311.0,True,False,False,True,False,False,False
385,3978173,Calvin Faucher,False,True,False,294.0,False,False,False,False,False,False,True
386,32116,Miles Mikolas,False,True,True,381.0,False,False,False,False,False,False,False
387,40835,Oswaldo Cabrera,True,False,False,264.0,False,True,False,False,False,False,False
388,32903,Chris Martin,False,True,False,167.0,False,False,False,False,False,False,True
389,4414528,Andrew Abbott,False,True,True,359.0,False,False,False,False,False,False,False
390,41355,Geraldo Perdomo,True,False,False,260.0,False,False,True,False,False,False,False
391,40719,Jake Meyers,True,False,False,349.0,True,False,False,False,False,False,False
392,41174,Nolan Gorman,True,False,False,417.0,False,False,False,False,True,False,False
393,40803,Brandon Marsh,True,False,False,349.0,True,False,False,False,False,False,False
394,4414687,Trey Sweeney,True,False,False,377.0,False,False,True,False,False,False,False
395,40422,Luke Raley,True,False,False,358.0,True,False,False,True,False,False,False
396,29172,David Robertson,False,True,False,258.0,False,False,False,False,False,False,True
397,4142539,Cody Bradford,False,True,True,308.0,False,False,False,False,False,False,False
398,34068,Fernando Cruz,False,True,False,194.0,False,False,False,False,False,False,True
399,32697,Lucas Giolito,False,True,True,337.0,False,False,False,False,False,False,False
400,32675,Eduardo Rodriguez,False,True,True,332.0,False,False,False,False,False,False,False
401,34951,Leody Taveras,True,False,False,240.0,True,False,False,False,False,False,False
402,4867388,Ben Joyce,False,True,False,203.0,False,False,False,False,False,False,True
403,42796,Kyle Stowers,True,False,False,351.0,True,False,False,False,False,False,False
404,3983841,Cole Sands,False,True,False,206.0,False,False,False,False,False,False,True
405,30820,Lance Lynn,False,True,True,363.0,False,False,False,False,False,False,False
406,3985190,Edouard Julien,True,False,False,355.0,False,False,False,False,True,False,False
407,37911,Evan Phillips,False,True,False,153.0,False,False,False,False,False,False,True
408,41308,Edwin Uceta,False,True,False,163.0,False,False,False,False,False,False,True
409,42135,Jose Caballero,True,False,False,415.0,False,True,True,False,True,False,False
410,33667,Mitch Garver,True,False,False,291.0,False,False,False,False,False,True,False
411,35536,Yennier Cano,False,True,False,183.0,False,False,False,False,False,False,True
412,5124114,David Festa,False,True,True,340.0,False,False,False,False,False,False,False
413,6341,Justin Verlander,False,True,True,297.0,False,False,False,False,False,False,False
414,36133,A.J. Minter,False,True,False,157.0,False,False,False,False,False,False,True
415,5012106,Christian Encarnacion-Strand,True,False,False,330.0,False,False,False,True,False,False,False
416,34166,Tyler Kinley,False,True,False,191.0,False,False,False,False,False,False,True
417,42622,Alex Vesia,False,True,False,209.0,False,False,False,False,False,False,True
418,34026,Tyler Rogers,False,True,False,162.0,False,False,False,False,False,False,True
419,42548,Jhonkensy Noel,True,False,False,326.0,True,False,False,False,False,False,False
420,36063,Jose Alvarado,False,True,False,188.0,False,False,False,False,False,False,True
421,4297758,Heston Kjerstad,True,False,False,283.0,True,False,False,False,False,False,False
422,36202,Mark Leiter Jr.,False,True,False,173.0,False,False,False,False,False,False,True
423,4917779,Beau Brieske,False,True,True,145.0,False,False,False,False,False,False,True
424,5125167,Robert Garcia,False,True,False,184.0,False,False,False,False,False,False,True
425,41018,DL Hall,False,True,True,272.0,False,False,False,False,False,False,True
426,40810,Jonathan Aranda,True,False,False,405.0,False,False,False,True,False,False,False
427,39900,Jake Rogers,True,False,False,288.0,False,False,False,False,False,True,False
428,41606,Will Vest,False,True,False,192.0,False,False,False,False,False,False,True
429,4686066,Tyler Soderstrom,True,False,False,349.0,False,False,False,True,False,False,False
430,4917686,DJ Herz,False,True,True,352.0,False,False,False,False,False,False,False
431,41674,Nick Fortes,True,False,False,215.0,False,False,False,False,False,True,False
432,37793,Seranthony Dominguez,False,True,False,185.0,False,False,False,False,False,False,True
433,33139,Derek Law,False,True,False,202.0,False,False,False,False,False,False,True
434,28701,Andrew McCutchen,True,False,False,356.0,False,False,False,False,False,False,False
435,36526,Reed Garrett,False,True,False,194.0,False,False,False,False,False,False,True
436,33926,Jose Leclerc,False,True,False,195.0,False,False,False,False,False,False,True
437,31208,Tommy Pham,True,False,False,324.0,True,False,False,False,False,False,False
438,29951,Travis d'Arnaud,True,False,False,195.0,False,False,False,False,False,True,False
439,30583,Giancarlo Stanton,True,False,False,357.0,False,False,False,False,False,False,False
440,42453,Miguel Vargas,True,False,False,251.0,True,True,False,False,False,False,False
441,4142423,Tomoyuki Sugano,False,True,True,341.0,False,False,False,False,False,False,False
442,31109,Albert Suarez,False,True,True,244.0,False,False,False,False,False,False,True
443,36724,Keegan Akin,False,True,False,208.0,False,False,False,False,False,False,True
444,33203,Jon Gray,False,True,True,332.0,False,False,False,False,False,False,False
445,40921,David Peterson,False,True,True,293.0,False,False,False,False,False,False,False
446,30545,Kyle Higashioka,True,False,False,221.0,False,False,False,False,False,True,False
447,41672,David Fry,True,False,False,161.0,False,False,False,True,False,True,False
448,33572,Isiah Kiner-Falefa,True,False,False,223.0,False,True,True,False,True,False,False
449,41325,Aaron Ashby,False,True,False,222.0,False,False,False,False,False,False,True
450,40718,Josh Rojas,True,False,False,345.0,False,True,False,False,False,False,False
451,38628,Ryan Thompson,False,True,False,146.0,False,False,False,False,False,False,True
452,33229,Victor Caratini,True,False,False,160.0,False,False,False,False,False,True,False
453,32150,Trevor Story,True,False,False,362.0,False,False,True,False,False,False,False
454,39818,JP Sears,False,True,True,341.0,False,False,False,False,False,False,False
455,40973,Jose Soriano,False,True,True,296.0,False,False,False,False,False,False,False
