Name_x,NameASCII,Pro,FangraphsId,PTS,PTS/G,VORP,isRP,EspnId,TJ,Level,Yrs,Cost,Note,contractType,EspnId_y,Name_y,Espn_proj,C,1B,2B,3B,SS,OF,Util,SP,RP,P,DefaultPos,PosStr,Projected $
Blake Perkins,Blake Perkins,MIL,19921,171.0,2.64,-248.9,False,36974,FA,,,,,,36974,Blake Perkins,280.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Mark Canha,Mark Canha,MIL,11445,169.0,2.61,-250.9,False,31670,FA,MLB,1,$1.00,,contract,31670,Mark Canha,135.0,False,True,False,False,False,True,True,False,False,False,OF,OF/1B,0.0
Davis Schneider,Davis Schneider,TOR,23565,169.0,2.73,-250.9,False,4997181,FA,,,,,,4997181,Davis Schneider,217.0,False,False,True,False,False,True,True,False,False,False,2B,2B/OF,0.0
Gary Sánchez,Gary Sanchez,BAL,11442,169.0,2.53,-250.9,False,31095,Ryno World,AAA,0,AAA opt,,AAA opt,31095,Gary Sanchez,183.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Dane Myers,Dane Myers,MIA,22054,169.0,2.4,-250.9,False,40048,FA,,,,,,40048,Dane Myers,205.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Christian Vázquez,Christian Vazquez,MIN,9774,168.0,2.09,-251.9,False,31389,FA,,,,,,31389,Christian Vazquez,205.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Bryan De La Cruz,Bryan De La Cruz,ATL,19600,168.0,2.74,-251.9,False,40787,FA,,,,,,40787,Bryan De La Cruz,103.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Trent Grisham,Trent Grisham,NYY,18564,168.0,2.58,-251.9,False,34995,FA,,,,,,34995,Trent Grisham,140.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Stuart Fairchild,Stuart Fairchild,CIN,20321,167.0,2.5,-252.9,False,40346,FA,,,,,,40346,Stuart Fairchild,136.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Emerson Hancock,Emerson Hancock,SEA,27470,120.83,7.16,-205.109,False,4297897,FA,,,,,,4297897,Emerson Hancock,82.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Anthony Rizzo,Anthony Rizzo,,3473,164.0,2.6,-255.9,False,30782,Bayou Shooters,AAA,0,AAA opt,,AAA opt,30782,Anthony Rizzo,263.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Jared Triolo,Jared Triolo,PIT,25807,163.0,2.52,-256.9,False,42933,FA,,,,,,42933,Jared Triolo,291.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,0.0
Bryce Elder,Bryce Elder,ATL,27779,117.72,7.97,-208.219,False,4301067,FA,MLB,1,$1.00,,contract,4301067,Bryce Elder,159.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Sam Hilliard,Sam Hilliard,COL,17954,161.0,2.59,-258.9,False,35831,FA,,,,,,35831,Sam Hilliard,191.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Alex Call,Alex Call,WSN,19296,160.0,2.63,-259.9,False,38994,FA,,,,,,38994,Alex Call,172.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Tyler Black,Tyler Black,MIL,29949,160.0,2.86,-259.9,False,4414183,Cheating Raiders,AA,U,$-,,AA,4414183,Tyler Black,253.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Jose Iglesias,Jose Iglesias,SDP,10231,160.0,2.33,-259.9,False,30382,FA,,,,,,30382,Jose Iglesias,163.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,0.0
Lance McCullers Jr.,Lance McCullers Jr.,HOU,14120,115.2,7.26,-210.739,False,32764,FA,,,,,,32764,Lance McCullers Jr.,187.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Zach McKinstry,Zach McKinstry,DET,19392,159.0,2.43,-260.9,False,38420,FA,,,,,,38420,Zach McKinstry,219.0,False,False,False,True,True,False,True,False,False,False,3B,3B/SS,0.0
Adam Frazier,Adam Frazier,PIT,15223,158.0,2.25,-261.9,False,33546,FA,,,,,,33546,Adam Frazier,83.0,False,False,True,False,False,True,True,False,False,False,2B,2B/OF,0.0
Eloy Jiménez,Eloy Jimenez,TBR,17484,157.0,2.71,-262.9,False,33867,West Coast Spartans,MLB,2,$1.00,,contract,33867,Eloy Jimenez,256.0,False,False,False,False,False,False,True,False,False,False,Util,DH,0.0
Victor Scott II,Victor Scott II,STL,31349,157.0,2.5,-262.9,False,4807220,West Coast Spartans,AA,U,$-,,AA,4807220,Victor Scott II,208.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Nick Nastrini,Nick Nastrini,CHW,29833,112.15,6.68,-213.789,False,4422905,FA,,,,,,4422905,Nick Nastrini,61.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Austin Slater,Austin Slater,CHW,16153,155.0,2.3,-264.9,False,35265,FA,,,,,,35265,Austin Slater,213.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Eddie Rosario,Eddie Rosario,LAD,12155,155.0,2.23,-264.9,False,31944,FA,,,,,,31944,Eddie Rosario,60.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Dairon Blanco,Dairon Blanco,KCR,19779,154.0,2.59,-265.9,False,42228,FA,,,,,,42228,Dairon Blanco,158.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Nick Yorke,Nick Yorke,PIT,27504,154.0,2.77,-265.9,False,4683379,FA,,,,,,4683379,Nick Yorke,77.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Amed Rosario,Amed Rosario,WSN,15518,154.0,2.59,-265.9,False,33215,FA,MLB,1,$1.00,,contract,33215,Amed Rosario,141.0,False,False,True,False,False,True,True,False,False,False,2B,2B/OF,0.0
Taylor Walls,Taylor Walls,TBR,22458,153.0,2.5,-266.9,False,40576,FA,,,,,,40576,Taylor Walls,195.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Jordan Wicks,Jordan Wicks,CHC,30094,109.65,6.49,-216.289,False,4420749,Cheating Raiders,AA,U,$-,,AA,4420749,Jordan Wicks,37.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Jose Trevino,Jose Trevino,CIN,16725,151.0,2.21,-268.9,False,35268,FA,,,,,,35268,Jose Trevino,171.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Dillon Dingler,Dillon Dingler,DET,27464,151.0,2.32,-268.9,False,4345620,FA,,,,,,4345620,Dillon Dingler,125.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Orelvis Martinez,Orelvis Martinez,TOR,25967,150.0,2.62,-269.9,False,41306,Dip City Thunder,AA,U,$-,,AA,41306,Orelvis Martinez,200.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,0.0
Thomas Saggese,Thomas Saggese,STL,27883,149.0,2.46,-270.9,False,4999876,FA,,,,,,4999876,Thomas Saggese,121.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Santiago Espinal,Santiago Espinal,CIN,19997,149.0,2.36,-270.9,False,39924,FA,,,,,,39924,Santiago Espinal,77.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,0.0
Luis Urías,Luis Urias,ATH,16622,145.0,2.27,-274.9,False,35383,FA,,,,,,35383,Luis Urias,58.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Victor Caratini,Victor Caratini,HOU,14968,143.0,2.3,-276.9,False,33229,FA,,,,,,33229,Victor Caratini,160.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Eguy Rosario,Eguy Rosario,SDP,19964,142.0,2.26,-277.9,False,36745,FA,,,,,,36745,Eguy Rosario,87.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Carlos Rodriguez,Carlos Rodriguez,MIL,30161,46.17,4.9,-279.76899999999995,False,41400,FA,,,,,,41400,Carlos Rodriguez,34.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Michael Siani,Michael Siani,STL,22557,139.0,2.09,-280.9,False,41209,FA,,,,,,41209,Michael Siani,226.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Spencer Turnbull,Spencer Turnbull,,16207,98.31,10.77,-227.629,False,33732,FA,,,,,,33732,Spencer Turnbull,181.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Gabriel Arias,Gabriel Arias,CLE,22563,138.0,2.37,-281.9,False,40344,FA,,,,,,40344,Gabriel Arias,33.0,False,False,False,True,True,False,True,False,False,False,3B,3B/SS,0.0
Oswald Peraza,Oswald Peraza,NYY,22823,138.0,2.5,-281.9,False,42479,Midtown Jaguars,AA,U,$-,,AA,42479,Oswald Peraza,136.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Pedro Pagés,Pedro Pages,STL,25782,138.0,2.2,-281.9,False,42608,FA,,,,,,42608,Pedro Pages,159.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
David Peralta,David Peralta,,2136,137.0,2.35,-282.9,False,33384,FA,,,,,,33384,David Peralta,156.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Noelvi Marte,Noelvi Marte,CIN,26517,137.0,2.69,-282.9,False,41307,Springfield Zephyrs,AA,U,$-,,AA,41307,Noelvi Marte,267.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Jacob Melton,Jacob Melton,HOU,sa3019988,136.0,2.7,-283.9,False,4635337,FA,,,,,,4635337,Jacob Melton,68.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Adam Duvall,Adam Duvall,,10950,135.0,2.5,-284.9,False,32664,FA,,,,,,32664,Adam Duvall,167.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Tyler Freeman,Tyler Freeman,CLE,22532,135.0,2.49,-284.9,False,40958,FA,MLB,1,$1.00,,contract,40958,Tyler Freeman,85.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Kevin Newman,Kevin Newman,LAA,17696,134.0,2.19,-285.9,False,35022,FA,,,,,,35022,Kevin Newman,162.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,0.0
Edmundo Sosa,Edmundo Sosa,PHI,17022,132.0,2.4,-287.9,False,33809,FA,,,,,,33809,Edmundo Sosa,166.0,False,False,True,True,True,False,True,False,False,False,2B,2B/3B/SS,0.0
Drake Baldwin,Drake Baldwin,ATL,sa3019920,132.0,2.43,-287.9,False,4810190,FA,,,,,,4810190,Drake Baldwin,94.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Korey Lee,Korey Lee,CHW,25543,131.0,2.09,-288.9,False,4418346,FA,,,,,,4418346,Korey Lee,155.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Ben Rortvedt,Ben Rortvedt,TBR,20287,130.0,1.95,-289.9,False,40869,FA,,,,,,40869,Ben Rortvedt,159.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Joey Gallo,Joey Gallo,CHW,14128,130.0,2.62,-289.9,False,32818,FA,,,,,,32818,Joey Gallo,132.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Andy Ibáñez,Andy Ibanez,DET,18819,130.0,2.23,-289.9,False,34947,FA,,,,,,34947,Andy Ibanez,118.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
David Fry,David Fry,CLE,24934,129.0,2.54,-290.9,False,41672,FA,MLB,1,$1.00,,contract,41672,David Fry,161.0,True,True,False,False,False,False,True,False,False,False,C,C/1B,0.0
Luisangel Acuña,Luisangel Acuna,NYM,26548,128.0,2.82,-291.9,False,42411,Springfield Zephyrs,AA,U,$-,,AA,42411,Luisangel Acuna,124.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Jon Berti,Jon Berti,CHC,12037,127.0,2.61,-292.9,False,32273,FA,,,,,,32273,Jon Berti,119.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Anthony DeSclafani,Anthony DeSclafani,,13050,88.06,10.36,-237.879,False,33180,FA,,,,,,33180,Anthony DeSclafani,180.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Drew Romo,Drew Romo,COL,27763,126.0,2.2,-293.9,False,4917765,FA,,,,,,4917765,Drew Romo,108.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Esteury Ruiz,Esteury Ruiz,ATH,21780,126.0,2.9,-293.9,False,39680,Dip City Thunder,AA,U,$-,,AA,39680,Esteury Ruiz,148.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Sean Bouchard,Sean Bouchard,COL,21270,125.0,2.71,-294.9,False,41989,FA,,,,,,41989,Sean Bouchard,177.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Luis Matos,Luis Matos,SFG,26467,125.0,2.46,-294.9,False,4722941,Country Strong,AA,U,$-,,AA,4722941,Luis Matos,199.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Kyle Teel,Kyle Teel,CHW,sa3022886,123.0,2.58,-296.9,False,4743772,Springfield Zephyrs,AA,U,$-,,AA,4743772,Kyle Teel,131.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Michael A. Taylor,Michael A. Taylor,CHW,11489,123.0,2.28,-296.9,False,32219,FA,,,,,,32219,Michael A. Taylor,179.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Alex Wood,Alex Wood,,13781,84.39,9.01,-241.549,False,32620,FA,,,,,,32620,Alex Wood,94.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Noah Schultz,Noah Schultz,CHW,sa3020949,84.05,11.63,-241.88899999999995,False,5080754,Midtown Jaguars,AA,U,$-,,AA,5080754,Noah Schultz,44.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Ben Gamel,Ben Gamel,HOU,12160,121.0,2.32,-298.9,False,31824,FA,,,,,,31824,Ben Gamel,63.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Whit Merrifield,Whit Merrifield,,11281,120.0,2.71,-299.9,False,32422,Ryno World,AAA,0,AAA opt,,AAA opt,32422,Whit Merrifield,150.0,False,False,True,False,False,True,True,False,False,False,2B,2B/OF,0.0
David Hamilton,David Hamilton,BOS,27531,120.0,3.01,-299.9,False,42987,FA,,,,,,42987,David Hamilton,222.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,0.0
Miguel Rojas,Miguel Rojas,LAD,7802,119.0,2.34,-300.9,False,30791,FA,,,,,,30791,Miguel Rojas,205.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Edgar Quero,Edgar Quero,CHW,sa3015239,118.0,2.5,-301.9,False,4917824,FA,,,,,,4917824,Edgar Quero,138.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Yasmani Grandal,Yasmani Grandal,,11368,116.0,2.28,-303.9,False,30950,FA,,,,,,30950,Yasmani Grandal,144.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Zac Veen,Zac Veen,COL,sa3014516,115.0,2.83,-304.9,False,4717903,Ryno World,AA,8,$1.00,,contract,4717903,Zac Veen,54.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Carson Williams,Carson Williams,TBR,sa3017795,115.0,2.23,-304.9,False,4872692,Midtown Jaguars,AA,U,$-,,AA,4872692,Carson Williams,50.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Carlos Narvaez,Carlos Narvaez,BOS,19722,115.0,2.04,-304.9,False,5012120,FA,,,,,,5012120,Carlos Narvaez,80.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Brooks Baldwin,Brooks Baldwin,CHW,31394,113.0,2.5,-306.9,False,4424742,FA,,,,,,4424742,Brooks Baldwin,171.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,0.0
Logan Allen,Logan Allen,CLE,27589,76.83,11.27,-249.109,False,4683350,Bayou Shooters,MLB,2,$1.00,@,pre-arb,4683350,Logan Allen,96.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Logan Allen,Logan Allen,CLE,27589,76.83,11.27,-249.109,False,35024,Bayou Shooters,MLB,2,$1.00,@,pre-arb,35024,Logan Allen,False,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
James McCann,James McCann,,12859,112.0,2.27,-307.9,False,32046,FA,,,,,,32046,James McCann,164.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Luis Torrens,Luis Torrens,NYM,15905,112.0,2.05,-307.9,False,33805,FA,,,,,,33805,Luis Torrens,95.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Coby Mayo,Coby Mayo,BAL,28312,112.0,2.48,-307.9,False,4683371,West Coast Spartans,AA,U,$-,,AA,4683371,Coby Mayo,310.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Adrian Del Castillo,Adrian Del Castillo,ARI,29554,112.0,2.61,-307.9,False,41464,FA,,,,,,41464,Adrian Del Castillo,97.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Nelson Velázquez,Nelson Velazquez,KCR,23359,112.0,2.79,-307.9,False,41047,FA,MLB,1,$1.00,,contract,41047,Nelson Velazquez,86.0,False,False,False,False,False,False,True,False,False,False,Util,DH,0.0
Adam Mazur,Adam Mazur,MIA,31900,76.27,9.09,-249.669,False,5061202,FA,,,,,,5061202,Adam Mazur,101.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Colby Thomas,Colby Thomas,ATH,sa3020713,111.0,2.68,-308.9,False,4662616,FA,,,,,,4662616,Colby Thomas,59.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Garrett Hampson,Garrett Hampson,ARI,19262,111.0,1.42,-308.9,False,39899,FA,,,,,,39899,Garrett Hampson,55.0,False,False,True,False,False,True,True,False,False,False,2B,2B/OF,0.0
Ezequiel Duran,Ezequiel Duran,TEX,23733,111.0,2.47,-308.9,False,42457,Dip City Thunder,AAA,0,AAA opt,,AAA opt,42457,Ezequiel Duran,163.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Javier Sanoja,Javier Sanoja,MIA,28253,111.0,2.28,-308.9,False,5073992,FA,,,,,,5073992,Javier Sanoja,83.0,False,False,False,False,True,True,True,False,False,False,OF,OF/SS,0.0
Ildemaro Vargas,Ildemaro Vargas,ARI,13324,111.0,1.68,-308.9,False,32985,FA,,,,,,32985,Ildemaro Vargas,34.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,0.0
Oscar Colás,Oscar Colas,CHW,30162,108.0,2.28,-311.9,False,4987420,Ryno World,AA,U,$-,,AA,4987420,Oscar Colas,141.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Dalton Rushing,Dalton Rushing,LAD,sa3019892,105.0,2.15,-314.9,False,4619839,FA,,,,,,4619839,Dalton Rushing,150.0,True,False,False,False,False,True,True,False,False,False,C,C/OF,0.0
Jorge Mateo,Jorge Mateo,BAL,17273,105.0,2.77,-314.9,False,33832,FA,,,,,,33832,Jorge Mateo,149.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Brett Baty,Brett Baty,NYM,26123,104.0,2.46,-315.9,False,42414,Structure Fire,AA,U,$-,,AA,42414,Brett Baty,124.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Wilmer Flores,Wilmer Flores,DET,sa3015223,9.65,1.93,-316.289,False,30627,FA,,,,,,30627,Wilmer Flores,237.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Austin Martin,Austin Martin,MIN,27462,103.0,2.34,-316.9,False,4297998,Detroit Nittany Tide,AAA,2,$1.00,@,pre-arb,4297998,Austin Martin,207.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Jack Suwinski,Jack Suwinski,PIT,22244,103.0,2.81,-316.9,False,36754,Orlando Renegades,AAA,0,AAA opt,,AAA opt,36754,Jack Suwinski,143.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Brett Wisely,Brett Wisely,SFG,27735,101.0,2.24,-318.9,False,4997597,FA,,,,,,4997597,Brett Wisely,104.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,0.0
Joshua Palacios,Joshua Palacios,PIT,19818,100.0,2.43,-319.9,False,36462,FA,,,,,,36462,Joshua Palacios,87.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
John Means,John Means,CLE,16269,66.88,10.61,-259.059,False,39948,FA,MLB,1,$1.00,,contract,39948,John Means,False,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Domingo Germán,Domingo German,,17149,66.57,9.21,-259.369,False,33660,FA,,,,,,33660,Domingo German,False,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Blaze Alexander,Blaze Alexander,ARI,23789,98.0,2.29,-321.9,False,41345,FA,,,,,,41345,Blaze Alexander,89.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,0.0
Ben Rice,Ben Rice,NYY,29576,97.0,2.79,-322.9,False,5016968,FA,MLB,1,$1.00,,contract,5016968,Ben Rice,102.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Andruw Monasterio,Andruw Monasterio,MIL,19455,96.0,2.33,-323.9,False,36950,FA,,,,,,36950,Andruw Monasterio,76.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,0.0
Adam Oller,Adam Oller,MIA,20132,63.12,5.7,-262.819,False,42170,FA,,,,,,42170,Adam Oller,60.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Tom Murphy,Tom Murphy,SFG,13499,95.0,2.29,-324.9,False,33225,FA,,,,,,33225,Tom Murphy,81.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Eric Wagaman,Eric Wagaman,MIA,23395,94.0,2.66,-325.9,False,4987650,FA,,,,,,4987650,Eric Wagaman,34.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Justyn-Henry Malloy,Justyn-Henry Malloy,DET,29606,93.0,2.58,-326.9,False,4718623,Cheating Raiders,AA,U,$-,,AA,4718623,Justyn-Henry Malloy,214.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Max Schuemann,Max Schuemann,ATH,24488,93.0,2.32,-326.9,False,3962127,FA,,,,,,3962127,Max Schuemann,170.0,False,False,False,True,True,False,True,False,False,False,3B,3B/SS,0.0
Kyle Muller,Kyle Muller,,20167,60.7,5.44,-265.239,False,41041,FA,,,,,,41041,Kyle Muller,133.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Joey Loperfido,Joey Loperfido,TOR,29630,92.0,2.41,-327.9,False,4297976,FA,,,,,,4297976,Joey Loperfido,91.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Robbie Grossman,Robbie Grossman,,5254,92.0,2.4,-327.9,False,31385,FA,,,,,,31385,Robbie Grossman,129.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Billy Cook,Billy Cook,PIT,29573,92.0,2.61,-327.9,False,5137038,FA,,,,,,5137038,Billy Cook,73.0,False,True,False,False,False,True,True,False,False,False,OF,OF/1B,0.0
Brandon Sproat,Brandon Sproat,NYM,sa3023499,60.42,11.47,-265.51899999999995,False,4621041,FA,,,,,,4621041,Brandon Sproat,87.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Ian Seymour,Ian Seymour,TBR,sa3014512,60.09,4.7,-265.84899999999993,False,4669425,FA,,,,,,4669425,Ian Seymour,127.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Austin Hedges,Austin Hedges,CLE,12976,91.0,1.53,-328.9,False,32168,FA,,,,,,32168,Austin Hedges,85.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Daniel Schneemann,Daniel Schneemann,CLE,25180,91.0,2.31,-328.9,False,42001,FA,,,,,,42001,Daniel Schneemann,289.0,False,False,False,False,True,True,True,False,False,False,OF,OF/SS,0.0
Angel Martínez,Angel Martinez,CLE,26540,91.0,2.57,-328.9,False,42497,FA,,,,,,42497,Angel Martinez,80.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Addison Barger,Addison Barger,TOR,24598,91.0,2.47,-328.9,False,4997589,Detroit Nittany Tide,AA,U,$-,,AA,4997589,Addison Barger,68.0,False,False,False,True,False,True,True,False,False,False,OF,OF/3B,0.0
Vidal Bruján,Vidal Brujan,CHC,20536,90.0,2.19,-329.9,False,40462,FA,,,,,,40462,Vidal Brujan,137.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,0.0
Joey Wiemer,Joey Wiemer,KCR,27690,90.0,2.03,-329.9,False,4417134,FA,,,,,,4417134,Joey Wiemer,40.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Jon Singleton,Jon Singleton,HOU,10441,90.0,2.45,-329.9,False,31206,FA,,,,,,31206,Jon Singleton,102.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Matt Thaiss,Matt Thaiss,CHW,19318,90.0,2.18,-329.9,False,36176,FA,,,,,,36176,Matt Thaiss,75.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Nick Gordon,Nick Gordon,BAL,16337,89.0,1.85,-330.9,False,33705,FA,,,,,,33705,Nick Gordon,54.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Ken Waldichuk,Ken Waldichuk,ATH,27681,57.35,8.75,-268.58899999999994,False,4189711,Springfield Zephyrs,Cut,1,$1.00,,cut,4189711,Ken Waldichuk,64.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Juan Yepez,Juan Yepez,WSN,18400,87.0,2.61,-332.9,False,4895558,FA,MLB,1,$1.00,,contract,4895558,Juan Yepez,90.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Eric Haase,Eric Haase,MIL,14111,87.0,2.21,-332.9,False,33452,FA,,,,,,33452,Eric Haase,35.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Grant McCray,Grant McCray,SFG,25690,86.0,2.58,-333.9,False,4919922,FA,,,,,,4919922,Grant McCray,67.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
DJ Stewart,DJ Stewart,PIT,17766,85.0,2.23,-334.9,False,34942,FA,,,,,,34942,DJ Stewart,92.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
J.D. Davis,J.D. Davis,LAA,16219,85.0,2.42,-334.9,False,33796,FA,,,,,,33796,J.D. Davis,74.0,False,True,False,True,False,False,True,False,False,False,3B,3B/1B,0.0
Dylan Carlson,Dylan Carlson,BAL,20126,85.0,2.33,-334.9,False,39226,Structure Fire,AAA,4,$2.15,,contract,39226,Dylan Carlson,53.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Romy Gonzalez,Romy Gonzalez,BOS,21562,84.0,2.56,-335.9,False,42826,FA,,,,,,42826,Romy Gonzalez,86.0,False,True,True,False,True,False,True,False,False,False,2B,2B/1B/SS,0.0
Jake Mangum,Jake Mangum,TBR,sa3011255,84.0,2.45,-335.9,False,42664,FA,,,,,,42664,Jake Mangum,38.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Austin Barnes,Austin Barnes,LAD,12158,84.0,1.99,-335.9,False,32856,FA,,,,,,32856,Austin Barnes,74.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Tyler Heineman,Tyler Heineman,TOR,13897,83.0,1.75,-336.9,False,33142,FA,,,,,,33142,Tyler Heineman,55.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Alex Jackson,Alex Jackson,NYY,17276,83.0,2.06,-336.9,False,33707,FA,,,,,,33707,Alex Jackson,52.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Luken Baker,Luken Baker,STL,21497,83.0,2.33,-336.9,False,41313,FA,,,,,,41313,Luken Baker,38.0,False,False,False,False,False,False,True,False,False,False,Util,DH,0.0
