Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",145.82,638.809,516.93,146.079,74.8938,24.435,0.509498,46.2407,104.47,114.123,111.758,10.0548,163.48,5.55552,4.14241,0.42305,10.0432,7.55451,1.71034,0.28259,0.174948,0.255914,0.683618,0.412592,0.600188,0.423918,1.01278,0.317599,3.35538,0.320661,0.100521,-0.619421,133.205,58.4788,178.298,-0.5189,-2.57488,58.00177973508835,-10.060614585876465,7.14942,3.2699999809265137,3.20797,-0.236596,1.58804,3.20797,0.236596,2.88261,1171.9,8.026712328,1171.9,8.026712328,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",153.211,667.36,606.122,178.194,104.841,35.4654,7.79011,30.0976,104.505,95.8495,48.5327,4.65945,108.815,6.01404,6.02787,0.663516,6.24067,32.7408,9.96145,0.29399,0.0727234,0.163053,0.446011,0.349095,0.527174,0.370928,0.876269,0.233185,7.19748,0.312942,1.5016,1.29254,110.697,32.6301,141.846,2.79414,2.6286,35.46793031692505,9.721680402755737,6.96349,1.6299999952316284,4.43981,0.827247,0.540438,4.43981,-0.827247,4.27942,1019.6,6.664052287,1019.6,6.664052287,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Gunnar Henderson","BAL",152.129,664.154,583.28,157.969,90.55,30.389,5.68768,31.3423,102.849,89.3911,70.3816,1.78108,150.016,5.69258,4.2567,0.543408,8.7209,16.9025,3.91067,0.270829,0.105972,0.225875,0.469162,0.352682,0.503636,0.366586,0.856317,0.232807,6.21819,0.311751,1.03548,0.495646,107.844,30.1523,144.279,1.53113,-1.60257,35.1800332069397,5.440446138381958,6.48175,5.860000133514404,2.26921,-0.386111,0.64671,2.26921,0.386111,4.13772,963.5,6.338815789,963.5,6.338815789,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Juan Soto","NYM",152.987,673.206,536.303,147.468,83.6928,27.2736,2.16629,34.3348,106.871,96.1551,128.437,6.6278,112.346,3.9821,3.84349,0.640184,12.9261,8.35441,3.29255,0.274971,0.190784,0.166882,1.14323,0.416147,0.525968,0.403391,0.942115,0.250997,3.84362,0.287529,-1.27543,-1.31596,129.256,50.5059,164.178,-2.59138,-3.16231,47.95856976509094,-11.208669185638428,6.11197,7.840000152587891,1.96513,1.53259,1.13942,1.96513,-1.53259,3.48077,1099.3,7.18496732,1099.3,7.18496732,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",145.286,642.942,553.369,158.452,82.9231,29.1336,5.11587,41.2793,112.622,104.509,80.247,9.99975,146.704,4.8715,3.88181,0.572252,6.85233,33.7249,8.15049,0.28634,0.124812,0.228176,0.547,0.379175,0.581267,0.402168,0.960442,0.294926,6.93346,0.317311,0.495734,2.19664,122.812,47.6023,163.336,2.69237,0,50.336822271347046,-13.769639015197754,5.98896,1.4700000286102295,3.90684,-0.294683,0.388653,3.90684,0.294683,4.4818,1127,7.772413793,1127,7.772413793,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Mookie Betts","LAD",148.116,651.216,563.221,156.874,94.0517,32.5771,2.83378,27.4111,100.483,90.3679,76.505,2.29499,88.0224,5.96038,4.97602,0.552736,8.28897,15.1504,3.44062,0.278529,0.11748,0.135166,0.869154,0.367839,0.492438,0.370026,0.860277,0.213909,5.28567,0.285938,0.133385,0.261564,107.546,31.3682,141.226,0.394948,-4.19037,31.805842846632004,2.1484313011169434,5.74758,12.649999618530273,2.08908,-0.496404,0.671524,2.08908,0.496404,4.10463,951.9,6.431756756,951.9,6.431756756,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"José Ramírez","CLE",152.578,660.577,588.783,161.207,92.605,36.1244,3.27095,29.2065,94.1096,97.4341,62.517,10.1003,77.9246,3.08627,5.98729,0.203442,6.65859,30.2679,7.59078,0.273797,0.09464,0.117964,0.802276,0.343457,0.495076,0.354273,0.838534,0.22128,5.90855,0.270693,0.926315,1.81033,100.716,23.4433,134.237,2.73664,1.31094,28.613993644714355,3.0768898725509644,5.54721,5.019999980926514,3.4123,-0.0464905,0.318259,3.4123,0.0464905,4.57565,939.3,6.139215686,939.3,6.139215686,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Yordan Alvarez","HOU",135.611,590.464,502.938,149.906,81.5902,30.4126,1.83403,36.0688,88.9357,96.9136,73.3106,9.9126,98.162,9.44366,4.60277,0.168655,9.59081,3.16712,0.566268,0.29806,0.124158,0.166246,0.746833,0.394142,0.580972,0.409081,0.975114,0.282912,3.32552,0.304939,-0.641962,-0.814759,116.074,47.0025,173.092,-1.45672,-0.875096,47.92533576488495,-14.314113914966583,5.50415,17.6299991607666,2.82824,1.00826,1.40988,2.82824,-1.00826,3.12016,1022.7,7.519852941,1022.7,7.519852941,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Julio Rodríguez","SEA",147.433,641.171,584.503,160.038,103.314,27.6296,2.14238,26.9528,88.8569,83.8444,45.1587,2.99244,153.521,8.21603,2.81395,0.47951,9.40096,27.5134,6.76476,0.273802,0.0704316,0.239439,0.294153,0.333098,0.46674,0.344013,0.799838,0.192938,5.68987,0.327118,0.666371,1.54987,92.4629,17.4599,132.156,2.21624,3.1731,25.806739807128906,5.26064395904541,5.416,13.510000228881836,2.33553,-0.58511,0.271798,2.33553,0.58511,4.6376,850,5.782312925,850,5.782312925,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Francisco Lindor","NYM",152.889,669.904,594.926,152.877,91.7183,30.3315,2.48247,28.3452,98.0275,87.0091,59.3081,1.41128,127.102,9.97279,4.8483,0.848687,8.31316,24.3876,5.53372,0.256969,0.0885323,0.189732,0.466617,0.332048,0.459233,0.341563,0.791281,0.202264,5.75871,0.280272,0.290519,1.37678,95.2857,16.9217,121.645,1.6673,3.84337,18.632853150367737,10.680813789367676,5.33261,15.100000381469727,3.34588,1.29137,0.633804,3.34588,-1.29137,4.15493,859.2,5.615686274,859.2,5.615686274,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Corey Seager","TEX",126.498,549.49,485.898,136.832,79.2824,26.8473,0.855325,29.8469,76.7727,82.7447,54.6549,8.3094,94.3549,4.50934,3.95954,0.468075,9.23868,1.61825,0.630045,0.281606,0.0994648,0.171714,0.579248,0.356992,0.524659,0.372292,0.88165,0.243052,2.67306,0.292584,-0.982611,-0.95862,91.7484,27.4701,145.686,-1.94123,-0.310632,26.782814502716064,3.543580412864685,5.02383,49.709999084472656,5.25324,1.67168,1.0829,5.25324,-1.67168,3.55613,828.2,6.573015873,828.2,6.573015873,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Kyle Tucker","CHC",147.694,640.959,550.015,152.4,89.6357,30.0636,2.24179,30.4591,93.8112,93.7971,82.9651,5.86778,98.813,2.48814,5.05332,0.437731,8.50991,20.937,4.54815,0.277084,0.129439,0.154164,0.839617,0.371344,0.506031,0.374475,0.877375,0.228948,5.09165,0.286384,0.700661,1.00981,108.147,33.1689,144.285,1.71047,0.0657146,34.92138469219208,-7.923601344227791,4.99383,8.199999809265137,2.59529,0.435007,0.295576,2.59529,-0.435007,4.6059,962.5,6.503378378,962.5,6.503378378,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Ketel Marte","ARI",141.113,613.23,536.512,148.01,86.4145,30.15,3.32618,28.1193,88.9729,88.2198,65.3988,4.34812,109.45,5.47791,5.33684,0.504542,11.2921,6.98352,1.6886,0.275875,0.106646,0.178482,0.59752,0.357234,0.501704,0.366472,0.858939,0.22583,4.7062,0.296554,-0.194692,-0.494279,99.5186,27.7841,134.692,-0.68897,-0.687039,24.75120747089386,-0.04091531038284302,4.66108,32.4900016784668,2.88316,1.21842,0.830021,2.88316,-1.21842,3.89331,876.8,6.218439716,876.8,6.218439716,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Vladimir Guerrero Jr.","TOR",153.63,666.331,586.801,173.105,107.861,33.7142,0.631663,30.8976,92.351,99.0624,68.4756,7.54527,94.0298,6.61181,3.98043,0.462157,15.8337,4.26619,1.86947,0.294997,0.102765,0.141116,0.728233,0.372734,0.512568,0.377441,0.885302,0.21757,2.8454,0.305261,-1.36008,-1.28827,114.019,36.0728,150.638,-2.64835,-2.1982,35.95945429801941,-13.163301229476929,4.64839,14.819999694824219,3.51491,0.491338,1.36992,3.51491,-0.491338,3.17344,1004.5,6.522727272,1004.5,6.522727272,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Fernando Tatis Jr.","SDP",145.899,631.766,568.506,154.429,89.5478,31.2421,1.61844,32.0209,95.8792,87.8995,52.7563,1.04162,138.696,6.62878,3.17151,0.70403,10.4415,20.6471,5.15514,0.271641,0.083506,0.219536,0.380375,0.338816,0.501263,0.359929,0.840079,0.229622,5.51244,0.305288,0.858191,0.874341,99.1996,25.2968,134.279,1.73253,3.64373,27.070753812789917,-3.4940946102142334,4.60887,10.59000015258789,4.6282,-1.15449,0.362258,4.6282,1.15449,4.51699,901.4,6.173972602,901.4,6.173972602,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"William Contreras","MIL",147.829,619.236,545.273,147.19,93.8436,29.1963,1.28744,22.8627,81.0292,83.4251,66.3416,2.54345,131.527,4.19231,3.01531,0.414133,14.6199,6.6923,1.63899,0.269938,0.107135,0.212402,0.504395,0.351836,0.453992,0.349289,0.805828,0.184054,3.74241,0.315633,-0.704284,-0.602605,91.9294,19.4923,124.39,-1.30689,0.447687,16.753488540649414,6.150980532169342,4.49523,24.020000457763672,2.29656,-0.327135,0.665676,2.29656,0.327135,4.11243,801.9,5.418243243,801.9,5.418243243,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Adley Rutschman","BAL",145.749,613.246,536.194,137.967,89.2249,27.6316,1.27239,19.838,76.4566,72.6138,67.9333,3.05426,96.8593,3.84037,4.74613,0.532332,9.91662,1.68967,0.473862,0.257308,0.110777,0.157945,0.70136,0.342314,0.42458,0.33378,0.766894,0.167272,2.74789,0.278447,0.384215,-1.10055,83.3852,11.6488,121.203,-0.716332,2.25219,14.161099135875702,8.400029182434082,4.44136,65.23999786376953,2.28635,-2.03556,0.632386,2.28635,2.03556,4.15682,731.5,5.010273972,731.5,5.010273972,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Jackson Merrill","SDP",151.801,631.121,583.95,161.491,100.47,31.3229,4.82683,24.8709,79.5891,86.9149,36.6371,1.98316,104.734,2.30098,4.93288,3.30056,7.1753,15.7678,3.81204,0.276549,0.0580508,0.165949,0.349811,0.319246,0.474493,0.338853,0.793739,0.197944,5.71027,0.297467,-0.28059,0.525045,88.3926,14.5652,119.781,0.244455,4.69417,14.850994601845741,6.839496374130249,4.41185,25.549999237060547,2.61937,-1.63336,0.463976,2.61937,1.63336,4.38136,807.2,5.310526315,807.2,5.310526315,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Elly De La Cruz","CIN",149.751,647.96,579.84,147.203,84.8619,30.7402,7.30654,24.2942,97.3894,76.8848,59.404,2.3248,197.841,4.71415,2.56792,1.43421,7.77905,54.5409,12.1108,0.253868,0.0916785,0.305329,0.300262,0.326856,0.457779,0.337668,0.784636,0.203911,8.45136,0.341155,-0.439694,4.84578,90.1331,14.336,110.466,4.40609,0.907017,12.515336513519287,7.839927911758423,4.33074,4.590000152587891,3.11554,-1.25121,1.85267,3.11554,1.25121,2.52977,861.5,5.743333333,861.5,5.743333333,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Austin Riley","ATL",149.846,647.799,579.702,155.292,90.649,31.0139,2.09353,31.5357,91.1485,92.3808,53.3272,1.64914,157.126,9.08727,5.51973,0.162848,10.3237,1.52482,0.394387,0.267883,0.0823206,0.242554,0.339391,0.336156,0.491804,0.354424,0.82796,0.223922,3.15471,0.312075,0.0471921,-1.04979,98.8471,23.0688,127.025,-1.0026,-2.9162,19.932364344596863,-0.6037650108337402,4.22416,30.100000381469727,3.3484,-0.426556,1.17646,3.3484,0.426556,3.43139,879.9,5.866,879.9,5.866,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Freddie Freeman","LAD",148.43,649.291,560.364,162.517,103.368,34.3881,2.10015,22.6611,93.2008,88.8706,74.5515,8.96539,103.813,8.80215,5.33693,0.236087,10.5256,10.7777,2.76595,0.290021,0.11482,0.159887,0.718132,0.378814,0.480204,0.368075,0.859017,0.190183,4.48692,0.318414,0.179265,-0.36762,106.208,30.2556,139.883,-0.188355,0.754128,30.109740510582924,-10.843500018119812,4.22401,25.139999389648438,3.08412,-2.36267,0.990132,3.08412,2.36267,3.67982,943.5,6.375,943.5,6.375,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Cal Raleigh","SEA",141.81,572.879,507.103,111.119,59.2365,21.9173,0.904657,29.061,67.8694,82.7509,57.4151,2.20785,158.323,4.06281,4.13434,0.163935,6.03587,2.99535,0.834404,0.219126,0.100222,0.276365,0.362644,0.301367,0.437839,0.318483,0.739206,0.218712,3.04799,0.253382,-0.836147,-0.674172,70.843,3.8287,114.197,-1.51032,5.58588,7.795954465866089,12.734754085540771,4.09268,88,1.2007,-0.614703,1.39501,1.2007,0.614703,3.13999,642.6,4.525352112,642.6,4.525352112,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Corbin Carroll","ARI",150.182,651.947,566.384,145.77,85.5939,27.581,9.69025,22.9044,106.479,74.7411,67.4136,1.11711,126.147,10.2877,4.72124,3.14034,7.13859,39.1618,6.97623,0.257369,0.103403,0.193493,0.534405,0.344434,0.461602,0.348185,0.806036,0.204234,8.52792,0.291112,1.46925,3.72696,96.2061,19.9426,122.384,5.19621,1.7106,22.646873474121094,-4.759426236152649,4.08959,8.979999542236328,1.56059,-0.511351,1.31232,1.56059,0.511351,3.25024,891.5,5.943333333,891.5,5.943333333,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Ronald Acuña Jr.","ATL",115.974,519.61,447.938,127.056,80.1971,24.0835,1.7764,20.9992,89.3435,62.1186,61.0064,2.03783,97.4337,7.616,2.54558,0.504342,8.24517,29.8305,9.51093,0.283647,0.117408,0.187513,0.626133,0.376953,0.485983,0.373082,0.862936,0.202336,6.13811,0.3194,2.71837,0.95564,87.0897,26.3067,139.583,3.67401,-1.00948,28.269153118133545,-6.74111795425415,4.01044,32.7599983215332,4.9887,-0.456581,0.975035,4.9887,0.456581,3.69995,777.6,6.703448275,777.6,6.703448275,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Trea Turner","PHI",145.806,635.807,587.783,162.926,108.224,31.2492,2.29286,21.1602,91.5289,75.3908,38.477,0.437548,122.075,5.60619,3.37965,0.561127,10.0897,23.3523,4.41736,0.277187,0.0605168,0.192,0.315192,0.325872,0.446153,0.333785,0.772026,0.168966,5.88893,0.316493,0.965736,1.68279,86.4556,12.0802,113.737,2.64853,-2.45865,13.09313702583313,4.291607856750488,3.98216,26.309999465942383,1.87158,2.72828,0.61597,1.87158,-2.72828,4.17871,788,5.397260273,788,5.397260273,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Michael Harris II","ATL",141.246,597.87,554.296,154.979,99.9175,29.9941,3.55152,21.5154,84.8609,71.7106,33.4071,2.1976,116.035,5.9261,3.37403,0.866532,9.40117,18.6361,5.15695,0.279595,0.055877,0.194081,0.287905,0.325479,0.46297,0.338337,0.788448,0.183374,6.02054,0.317679,0.954247,0.556948,83.4872,13.5496,116.198,1.5112,3.1135,13.091445326805115,5.29322361946106,3.95495,37.630001068115234,3.89528,-0.434822,0.585652,3.89528,0.434822,4.21913,769.7,5.458865248,769.7,5.458865248,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Bryce Harper","PHI",143.862,624.452,534.479,148.119,86.1092,33.7165,0.908635,27.3844,88.756,87.336,80.6523,9.5865,134.255,4.01474,4.50469,0.801621,11.8622,9.0801,3.66582,0.277127,0.129157,0.214997,0.600738,0.373263,0.497318,0.370737,0.870581,0.22019,3.81286,0.319959,-0.780124,-0.940839,103.483,30.436,138.608,-1.72096,1.42166,27.108710408210754,-9.865739822387695,3.92846,22.43000030517578,2.92294,-0.661035,0.725998,2.92294,0.661035,4.032,913.8,6.345833333,913.8,6.345833333,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Matt Chapman","SFG",148.124,624.062,548.49,131.82,73.8051,30.3086,2.17188,25.5341,81.1291,76.9752,63.9336,1.44733,160.32,7.29104,4.17548,0.171962,8.04446,9.18496,2.18284,0.240332,0.102447,0.256897,0.398788,0.325449,0.44317,0.332875,0.768618,0.202838,4.74157,0.289755,0.704339,-0.180287,84.4012,11.3995,115.668,0.524052,2.74254,11.964477062225342,5.028396368026733,3.90241,129.52999877929688,2.73518,1.31993,0.76074,2.73518,-1.31993,3.98568,758.5,5.125,758.5,5.125,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Will Smith","LAD",124.447,510.689,442.74,112.199,68.8034,21.8461,1.92216,19.6273,67.3088,69.4095,51.3083,3.06166,91.8673,10.1397,6.3124,0.187999,7.33067,1.93091,0.457436,0.25342,0.100469,0.179889,0.558504,0.340151,0.44444,0.338769,0.78459,0.19102,3.63626,0.274239,-0.552337,-0.802918,71.4909,11.7515,119.723,-1.35525,1.60441,10.42972218990326,10.320456862449646,3.90033,104.44999694824219,3.05638,0.16836,0.488828,3.05638,-0.16836,4.34823,634.2,5.114516129,634.2,5.114516129,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Rafael Devers","BOS",144.91,628.166,552.672,148.41,83.7763,31.5849,2.53285,30.516,86.9723,93.1394,65.0229,10.05,136.374,6.1367,3.91494,0.419258,11.1763,3.67569,1.07764,0.268532,0.103512,0.217098,0.476799,0.349774,0.500493,0.359989,0.850267,0.231961,3.76331,0.302527,-0.253814,-0.844812,98.6648,25.1831,131.219,-1.09863,-2.76406,21.33988046646118,-6.6141273975372314,3.6835,34.91999816894531,2.13174,-0.616284,1.0338,2.13174,0.616284,3.6216,894.9,6.171724137,894.9,6.171724137,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Dansby Swanson","CHC",149.058,622.649,559.767,136.869,89.8887,25.966,1.76749,19.2464,77.429,73.851,55.1887,0.857484,152.294,3.65209,3.60114,0.440374,9.16283,15.0885,3.80836,0.24451,0.0886354,0.24459,0.362383,0.31454,0.400361,0.312477,0.7149,0.155851,4.99701,0.300189,0.984406,0.308219,73.9879,1.15164,101.637,1.29263,5.20448,2.4850518703460693,12.1053147315979,3.64942,175.47000122070312,1.82268,0.0421599,0.466938,1.82268,-0.0421599,4.37742,666.9,4.475838926,666.9,4.475838926,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Willy Adames","SFG",150.346,641.908,570.912,137.115,80.6382,30.671,1.0946,24.7109,80.4691,83.0261,63.3415,2.04384,156.75,2.97511,4.27095,0.408168,8.63406,13.2703,3.50485,0.240168,0.098677,0.244193,0.404093,0.317118,0.427575,0.322692,0.744693,0.187407,4.47292,0.28549,0.281137,0.0908834,81.554,6.46487,108.664,0.372021,-0.0244247,6.878940165042877,6.936047837138176,3.63561,92.83999633789062,2.61312,0.0453259,0.772779,2.61312,-0.0453259,3.96963,738.3,4.922,738.3,4.922,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Marcus Semien","TEX",149.057,655.994,589.941,145.998,93.1168,28.9366,3.09767,20.8466,91.5509,72.8825,58.0681,0.668989,101.366,3.88807,3.49139,0.605616,7.88322,9.71188,2.93298,0.247479,0.0885193,0.154522,0.572858,0.317299,0.413041,0.318319,0.730339,0.165562,5.02,0.265589,0.913803,-0.464122,81.0347,4.29776,107.72,0.449681,4.97835,6.244388431310654,7.084903717041016,3.63509,101.22000122070312,1.82656,0.149985,0.76639,1.82656,-0.149985,3.97815,722.8,4.851006711,722.8,4.851006711,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Riley Greene","DET",140.512,603.05,533.356,141.233,88.2517,26.4698,4.82278,21.6883,78.6232,72.4352,61.6972,2.20534,154.782,4.74529,3.04766,0.203968,8.7584,5.99672,1.83588,0.2648,0.102309,0.256665,0.398607,0.344491,0.454505,0.345553,0.798996,0.189705,4.93524,0.332129,0.238913,-0.747706,87.7129,17.1693,128.05,-0.508793,2.76206,18.84628474712372,-3.838435173034668,3.62617,109.95999908447266,1.56998,-0.647023,0.528772,1.56998,0.647023,4.29497,774.1,5.490070921,774.1,5.490070921,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Jordan Westburg","BAL",136.333,570.325,519.296,136.607,82.7917,29.1458,3.88647,20.783,70.9433,73.8859,39.3519,0.593869,128.412,7.61721,3.1833,0.876945,7.80901,10.0869,2.3659,0.263062,0.0689991,0.225155,0.306451,0.322376,0.454221,0.334939,0.776597,0.191159,5.42153,0.310284,-0.45206,0.0397341,78.0813,11.3658,122.018,-0.412326,0.0673159,13.95611098408699,1.3600725755095482,3.54535,91.9800033569336,3.30603,-0.390333,0.293035,3.30603,0.390333,4.60929,706.9,5.197794117,706.9,5.197794117,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Manny Machado","SDP",148.788,634.025,577.287,152.163,94.8169,27.2006,0.832724,29.3129,80.2531,95.224,50.0134,4.39961,122.163,1.79053,4.74546,0.188445,13.337,8.13111,2.29601,0.263583,0.0788824,0.192678,0.409401,0.321797,0.465916,0.336571,0.787714,0.202334,3.59528,0.285328,-0.678606,-0.426146,87.6347,13.4677,118.211,-1.10475,-0.29244,12.404455661773682,0.4568145275115967,3.50998,38.119998931884766,1.785,1.78918,0.838309,1.785,-1.78918,3.88225,796.4,5.344966442,796.4,5.344966442,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Carlos Correa","MIN",119.874,516.497,453.408,120.78,76.9399,24.4385,1.51317,17.8885,66.3052,63.6997,54.6007,2.9237,98.5673,4.15596,3.90779,0.424397,11.2902,0.393017,0.143775,0.266383,0.105714,0.190838,0.553943,0.347891,0.445318,0.343314,0.793208,0.178935,2.54156,0.301859,-0.300781,-1.02753,74.1933,13.7745,125.961,-1.32831,-1.47566,14.013972520828247,2.686621308326721,3.503,243.3300018310547,3.40146,0.580712,0.675016,3.40146,-0.580712,4.09998,651.8,5.431666666,651.8,5.431666666,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Mike Trout","LAA",106.114,456.987,392.89,100.939,53.2105,18.0623,2.65576,27.0107,66.0016,66.0388,55.3005,3.55486,118.554,6.32197,2.33825,0.136586,3.79422,7.10125,1.69859,0.256915,0.121011,0.259425,0.466459,0.355831,0.522653,0.373643,0.878485,0.265738,5.09885,0.296113,-0.221199,-0.145944,76.8002,23.3428,144.847,-0.367143,0.333664,23.082833260297775,-5.021612346172333,3.43864,127.58999633789062,1.65834,0.98206,0.592773,1.65834,-0.98206,4.20964,686.4,6.475471698,686.4,6.475471698,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Jarren Duran","BOS",148.277,645.282,586.948,157.345,93.7715,36.9808,8.29247,18.3001,90.9178,69.0623,48.5811,1.26488,147.501,5.71012,2.89587,1.14723,7.24907,29.8726,5.83958,0.268073,0.0752867,0.228583,0.329362,0.328559,0.45287,0.336742,0.781429,0.184797,7.66011,0.327903,0.156646,2.45085,89.2799,13.796,114.867,2.6075,1.08455,13.584116220474243,-1.885268211364746,3.42982,21.18000030517578,3.7974,0.16844,0.893726,3.7974,-0.16844,3.80837,819.5,5.537162162,819.5,5.537162162,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Jazz Chisholm Jr.","NYY",141.79,602.406,542.702,134.049,81.9554,22.1982,3.32375,26.5718,81.9953,76.6535,50.5678,2.59837,153.897,4.65407,3.68141,0.800927,6.54614,37.7792,8.5757,0.247003,0.083943,0.255471,0.328581,0.31461,0.447042,0.327647,0.761652,0.200038,6.74962,0.293723,-0.308122,3.02047,78.9377,8.46936,112.072,2.71235,-0.744919,11.221176385879517,1.4431951642036438,3.38085,23.799999237060547,2.08817,-0.612295,1.17638,2.08817,0.612295,3.4315,757.1,5.33169014,757.1,5.33169014,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Isaac Paredes","HOU",140.958,593.478,509.939,121.013,74.0048,23.6403,0.984398,22.3832,70.5635,75.8492,65.5199,0.855573,99.2558,13.5293,4.06226,0.427516,10.7765,1.33837,0.559309,0.237308,0.1104,0.167244,0.660111,0.337344,0.41921,0.332077,0.756554,0.181902,2.56645,0.251374,-0.681298,-1.16006,79.8837,10.4598,118.925,-1.84136,-0.495509,11.010210514068604,1.679776281118393,3.35383,198.49000549316406,2.7698,-0.446335,0.790699,2.7698,0.446335,3.94573,688.8,4.885106382,688.8,4.885106382,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Alex Bregman","BOS",143.722,632.439,557.958,144.586,90.7408,29.3024,2.20346,22.3392,81.2415,81.1559,62.2027,0.590155,81.2277,7.0514,4.99571,0.230417,11.8307,2.7884,0.808467,0.259134,0.0983538,0.128436,0.765782,0.338243,0.439661,0.338168,0.777904,0.180528,3.37948,0.266108,-1.18413,-1.02784,88.2283,14.2469,115.869,-2.21197,-0.25504,9.271593809127808,1.9628875255584717,3.33764,139.5500030517578,1.85864,-1.48357,0.753712,1.85864,1.48357,3.99505,766.2,5.320833333,766.2,5.320833333,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Gabriel Moreno","ARI",118.745,450.288,400.366,110.907,79.1569,21.8756,1.15733,8.71679,51.1792,53.3694,41.8297,0.705078,74.3345,3.91212,3.70501,0.475892,11.0937,4.97579,1.48513,0.277013,0.0928953,0.165082,0.562722,0.348253,0.40275,0.329763,0.751003,0.125737,3.62785,0.318329,-0.738541,-0.586518,59.7715,7.09764,109.985,-1.32506,4.4658,4.051441788673401,12.793198108673096,3.28833,188.72999572753906,1.85633,-1.41267,1.01693,1.85633,1.41267,3.64409,520.4,4.373109243,520.4,4.373109243,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Wyatt Langford","TEX",141.764,602.314,536.631,140.053,86.1359,28.7604,4.21011,20.9462,81.304,76.0548,56.5345,2.45718,121.482,5.17641,3.7288,0.24376,7.39801,19.3258,4.25363,0.260985,0.0938622,0.201692,0.465374,0.335116,0.447369,0.337959,0.782485,0.186384,6.12382,0.299314,-0.095709,0.994937,83.9249,13.4673,121.536,0.899228,2.04556,15.74101710319519,-4.22263503074646,3.26325,44.66999816894531,2.68648,-0.579376,0.254804,2.68648,0.579376,4.66026,762.2,5.367605633,762.2,5.367605633,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
