Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Colt Keith","DET",130.705,521.487,474.574,123.425,81.6977,22.9606,3.29027,15.4768,60.3184,61.067,39.8885,1.63584,106.503,3.03585,3.52396,0.464618,7.17774,5.34652,1.28768,0.260076,0.07649,0.204229,0.374531,0.319276,0.42016,0.320256,0.739436,0.160084,4.48197,0.303126,-0.237671,-0.422875,65.2323,4.22972,110.256,-0.660546,2.23961,5.459324657917023,-7.845656633377075,1.54893,250.3699951171875,3.25113,1.23739,0.427715,3.25113,-1.23739,4.42971,574.3,4.383969465,574.3,4.383969465,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Dylan Moore","SEA",106.8,390.561,333.817,68.0724,39.0021,15.7347,2.58946,10.7462,47.7048,37.5495,42.9579,0.697536,113.802,10.4051,2.44145,0.940112,3.69387,24.9665,6.15685,0.203922,0.10999,0.29138,0.37748,0.311676,0.363148,0.300537,0.674823,0.159226,7.15153,0.270777,-0.0844614,1.77627,42.6562,-3.03085,101.574,1.6918,-0.595348,2.395296633243561,-0.4248490333557129,1.54813,342.6499938964844,3.23557,-0.572015,1.42131,3.23557,0.572015,3.10493,403.4,3.770093457,403.4,3.770093457,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Jorge Polanco","SEA",114.702,472.256,417.53,92.6072,59.6514,16.6156,0.437304,15.9028,49.4689,53.5913,47.3847,1.66478,127.092,3.46105,3.4902,0.389792,6.96724,4.13308,1.4382,0.221798,0.100337,0.269116,0.372839,0.304012,0.377951,0.299293,0.681963,0.156153,3.06085,0.275889,0.0243004,-0.614816,51.106,-4.13761,100.699,-0.590516,-2.33236,-0.21265730261802673,-0.5622662305831909,1.54586,416.17999267578125,2.39036,-0.672307,0.451434,2.39036,0.672307,4.39809,457.3,3.976521739,457.3,3.976521739,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Matt Vierling","DET",129.705,533.557,484.056,122.447,82.2405,23.2895,3.83844,13.0782,66.7104,53.0438,41.226,0.632181,111.624,4.00286,3.60239,0.669905,8.44289,7.94606,2.54713,0.25296,0.0772663,0.209207,0.369329,0.314655,0.397986,0.310928,0.712641,0.145027,5.31639,0.301327,0.263166,-0.443444,62.7361,0.321639,103.695,-0.180278,-2.04779,2.075257122516632,-5.109092712402344,1.52361,317.4100036621094,1.94577,-0.483904,0.392687,1.94577,0.483904,4.47642,552.7,4.251538461,552.7,4.251538461,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Jonah Heim","TEX",101.836,387.183,356.267,80.9211,53.2093,15.2012,0.864007,11.6466,39.1707,46.1683,25.9787,0.504328,72.9005,2.21576,2.28032,0.441099,6.93796,1.23879,0.368971,0.227136,0.0670967,0.188284,0.356359,0.28214,0.372726,0.285782,0.654867,0.14559,2.78151,0.252826,-0.102446,-0.540169,37.6892,-7.60271,84.8332,-0.642615,1.3467,-7.361788690090179,9.204413771629333,1.5233,314.9800109863281,3.81168,0.675904,0.452168,3.81168,-0.675904,4.39711,345.5,3.387254901,345.5,3.387254901,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Miguel Amaya","CHC",93.5326,335.667,296.29,70.1033,46.5937,13.0668,0.925226,9.51751,33.5113,39.2586,26.6465,0.328085,67.0941,7.25158,2.70952,2.76988,5.7055,0.531887,0.211898,0.236604,0.0793837,0.199883,0.397151,0.312413,0.383318,0.306136,0.69573,0.146714,2.57554,0.272433,-0.124758,-0.612129,38.1734,-1.09235,97.2746,-0.736887,-1.93792,-1.8072481155395508,5.279103517532349,1.51361,373.17999267578125,1.04778,0.757598,0.726954,1.04778,-0.757598,4.03073,337.3,3.588297872,337.3,3.588297872,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Jurickson Profar","ATL",142.044,604.33,521.95,132.726,89.4176,26.4415,1.19573,15.6711,76.5065,65.3569,65.3668,1.78834,97.1295,9.95516,4.11469,2.94287,11.5818,6.86521,1.85851,0.254288,0.108164,0.160723,0.672986,0.345947,0.399602,0.328577,0.745549,0.145313,3.94103,0.283244,-0.565745,-0.665746,79.642,8.94868,109.628,-1.23149,-4.38078,5.726559519767761,-11.197778224945068,1.51339,187.5500030517578,1.79464,0.930965,0.416384,1.79464,-0.930965,4.44482,687,4.838028169,687,4.838028169,,,,,,,,,,,,,,,,,,,"Jurickson Profar","10815",595777
"Michael Busch","CHC",136.332,557.811,489.342,116.676,70.0976,24.7354,1.92093,19.922,68.9874,69.3043,57.8033,0.870527,154.499,6.40891,4.0488,0.207456,7.49492,2.41319,0.837583,0.238434,0.103625,0.276974,0.374134,0.324403,0.418968,0.324341,0.743371,0.180534,3.59396,0.303332,-0.15358,-0.909748,71.6097,6.35805,109.798,-1.06333,0.774521,5.3312623500823975,-9.265570044517517,1.51312,258.8599853515625,3.1366,1.88136,0.554058,3.1366,-1.88136,4.26126,631.1,4.640441176,631.1,4.640441176,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Michael Massey","KCR",117.086,465.725,429.569,106.842,66.465,23.338,2.18424,14.8552,52.6101,56.7833,24.383,0.898215,87.9318,5.31166,4.42873,2.03312,6.59458,4.33127,1.23317,0.24872,0.0523549,0.188806,0.277294,0.294456,0.416963,0.306419,0.71142,0.168243,4.31442,0.27773,0.239378,-0.385031,53.0701,-1.40955,97.4692,-0.145653,0.101793,-1.5246928483247757,0.6389720886945724,1.5111,387.4700012207031,2.57782,-1.37016,0.340286,2.57782,1.37016,4.54628,480.1,4.103418803,480.1,4.103418803,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Dylan Crews","WSN",134.401,576.781,521.696,127.191,82.8788,24.9667,4.19353,15.1523,69.0816,61.4165,41.4162,0.011514,124.967,8.61747,4.34416,0.707249,10.0312,28.033,6.90543,0.243803,0.0718057,0.216663,0.331416,0.307643,0.394869,0.307011,0.702512,0.151066,6.67492,0.290316,-0.724517,1.76094,66.0001,-1.47071,96.6698,1.03642,2.59359,-1.260499119758606,-3.3288097381591797,1.50972,132.83999633789062,2.10987,-2.82254,0.994691,2.10987,2.82254,3.67374,609.1,4.545522388,609.1,4.545522388,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Connor Norby","MIA",132.964,546.977,496.286,119.791,75.0774,26.0379,1.87065,16.8052,68.0693,59.5272,42.4075,0.304387,153.349,4.22126,3.533,0.528486,6.63871,8.91139,3.2089,0.241375,0.0775308,0.280357,0.276543,0.304548,0.402965,0.308221,0.707514,0.16159,4.62315,0.312395,0.0582975,-0.475501,63.122,-0.862229,94.4981,-0.417204,-1.63333,-4.015894860029221,0.41857922077178955,1.50967,276.45001220703125,2.39303,-0.197606,0.23044,2.39303,0.197606,4.69275,569.3,4.280451127,569.3,4.280451127,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Trevor Larnach","MIN",116.905,471.884,414.704,101.217,62.18,20.2207,1.23698,17.5795,59.5848,59.422,49.632,1.56087,123.389,3.70242,3.67294,0.172397,7.98873,3.56887,1.12233,0.244071,0.105178,0.261482,0.402239,0.32764,0.425967,0.327517,0.753608,0.181896,3.7335,0.301497,-0.525171,-0.640148,61.7849,6.58486,114.849,-1.16532,-0.889683,6.8519285917282104,-8.025261580944061,1.50343,332.1600036621094,3.0781,0.798974,0.247355,3.0781,-0.798974,4.67019,550.3,4.703418803,550.3,4.703418803,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Jake McCarthy","ARI",130.05,516.419,464.447,121.412,87.372,20.0397,6.02425,7.97605,66.3713,51.0026,35.4398,0.638752,91.2663,9.44309,2.8535,4.23553,7.16516,28.324,5.72534,0.261412,0.0686261,0.176729,0.388312,0.324679,0.382021,0.310598,0.706699,0.120609,7.56313,0.308201,0.270565,2.30723,60.5838,0.174101,97.0855,2.57779,-2.71934,0.777988076210022,-3.42448091506958,1.50277,215.22000122070312,3.25701,0.427123,1.31256,3.25701,-0.427123,3.24992,549.4,4.226153846,549.4,4.226153846,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Willi Castro","MIN",130.552,542.185,483.499,118.162,79.3266,23.7067,3.78441,11.3439,70.6194,50.4626,39.4976,0.559094,126.694,14.0031,3.59702,1.58751,7.28835,17.8943,5.52985,0.244388,0.0728491,0.233673,0.311756,0.317542,0.37946,0.307141,0.697002,0.135072,6.45582,0.306017,0.721207,0.295321,62.098,-1.32568,100.516,1.01653,-3.31434,1.3366258442401886,-4.860504388809204,1.5027,230.8000030517578,2.1092,-0.310173,0.765214,2.1092,0.310173,3.97971,550,4.198473282,550,4.198473282,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Leody Taveras","TEX",96.9499,374.008,340.907,83.0804,55.4545,15.8893,2.23634,9.50027,44.3519,37.5803,27.6956,0.421512,81.226,1.15817,2.55398,1.69316,4.50403,13.8182,3.5539,0.243704,0.0740508,0.217177,0.340969,0.300644,0.387036,0.299774,0.68768,0.143332,6.01713,0.291136,0.420259,0.662226,40.6187,-3.13202,94.6756,1.08249,1.72174,-1.1960631608963013,3.217878222465515,1.49645,447.1199951171875,3.44025,0.539598,0.931944,3.44025,-0.539598,3.75741,378,3.896907216,378,3.896907216,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
"Jake Rogers","DET",92.9561,340.036,308.32,64.2598,37.9929,13.0716,0.928026,12.2674,37.8247,38.9184,25.0555,0.510082,102.254,3.46291,2.35329,0.844123,4.47469,1.2008,0.399272,0.208419,0.0736849,0.300714,0.245033,0.273527,0.376198,0.283228,0.649726,0.167779,3.37256,0.265061,0.206581,-0.442457,32.4007,-7.37607,84.2096,-0.235876,2.20692,-6.379477813839912,9.379455327987671,1.48051,492.6300048828125,1.79887,1.52058,0.524378,1.79887,-1.52058,4.30083,292.5,3.14516129,292.5,3.14516129,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Jasson Domínguez","NYY",130.015,529.338,473.436,115.055,76.5286,20.4476,1.98381,16.095,70.2906,59.745,50.8388,1.48149,133.388,2.1537,2.35006,0.558893,7.28224,23.0566,4.14865,0.243021,0.0960424,0.25199,0.381135,0.317803,0.39658,0.312601,0.714383,0.153558,6.13678,0.303276,-0.765297,1.92056,62.9528,1.03191,101.722,1.15526,-0.237556,2.221846342086792,-5.779045939445496,1.45409,146.13999938964844,3.39237,-1.00024,0.756752,3.39237,1.00024,3.991,582.3,4.479230769,582.3,4.479230769,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Trevor Story","BOS",112.326,465.365,418.471,96.3398,59.985,21.8563,1.43043,13.0681,52.978,51.4137,38.8395,2.69917,136.624,4.93232,2.74583,0.376899,5.38964,19.042,5.05297,0.230219,0.0834604,0.293583,0.284282,0.301323,0.382969,0.298132,0.684292,0.15275,5.55006,0.306682,0.219458,0.96432,49.9253,-4.51218,87.7074,1.18378,-1.2328,-5.36170768737793,3.7682278156280518,1.4376,250.86000061035156,3.33128,-0.913952,0.835782,3.33128,0.913952,3.88562,465.4,4.155357142,465.4,4.155357142,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Keibert Ruiz","WSN",123.883,485.407,451.571,109.983,74.3367,21.8999,0.227966,13.5181,47.2677,56.7155,24.2813,0.512652,54.4375,5.51326,3.43188,0.610188,9.04933,3.0375,0.909858,0.243556,0.0500225,0.112148,0.446039,0.288321,0.38287,0.29205,0.671191,0.139314,2.67948,0.249232,-0.946162,-0.5788,49.6993,-7.0827,86.6001,-1.52496,-2.51026,-9.302982807159424,7.048647165298462,1.43661,209,1.35445,0.320193,0.39714,1.35445,-0.320193,4.47048,452.3,3.647580645,452.3,3.647580645,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Jeff McNeil","NYM",121.449,488.528,441.616,113.161,79.3565,23.8134,1.16426,8.82714,54.4448,48.1143,32.7941,0.805322,63.4397,9.46067,3.43894,1.21841,7.72978,4.79456,0.924284,0.256244,0.0671285,0.129859,0.516934,0.318927,0.375405,0.305534,0.694332,0.119161,3.92975,0.279876,-0.81318,-0.368882,55.3205,-1.82652,96.8604,-1.18206,-0.936802,-2.976577043533325,0.49351680278778076,1.4246,390.239990234375,2.52299,-0.470371,0.613516,2.52299,0.470371,4.18198,483.4,3.995041322,483.4,3.995041322,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Connor Wong","BOS",105.123,397.945,365.275,89.4485,58.5462,19.0876,1.27588,10.5388,45.1131,42.2962,23.0158,0.228749,104.793,5.6345,2.33246,1.68701,5.23487,6.68678,2.58474,0.24488,0.0578368,0.263336,0.219631,0.298035,0.390676,0.30037,0.688712,0.145796,4.56706,0.312792,0.29699,-0.395867,43.4092,-3.14161,89.2818,-0.0988763,-2.61105,-4.9792159497737885,5.500328779220581,1.42387,236.89999389648438,2.66473,0.466942,0.61538,2.66473,-0.466942,4.17949,389.5,3.709523809,389.5,3.709523809,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Adolis García","TEX",142.853,607.248,549.039,127.359,75.8246,24.9259,1.38776,25.2209,75.7674,83.7965,47.0412,1.21704,168.711,6.05966,4.91967,0.188066,8.31249,11.2405,3.50576,0.231967,0.0774662,0.277828,0.278828,0.297269,0.420231,0.310255,0.717499,0.188263,4.74983,0.283696,0.0823654,-0.179681,71.0719,0.0372098,102.048,-0.0973159,-0.197648,1.3256073519587517,-7.813288748264313,1.42061,155.27000427246094,1.79766,0.486452,0.976039,1.79766,-0.486452,3.69862,644.1,4.504195804,644.1,4.504195804,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Andy Pages","LAD",78.2037,315.956,282.542,69.2362,40.6488,15.6429,0.832596,12.112,41.9813,38.8275,25.5819,0.668226,76.7126,5.38555,2.31053,0.136359,3.89698,2.11269,1.11493,0.245048,0.0809664,0.242795,0.333476,0.317281,0.434909,0.325746,0.75219,0.189862,3.84097,0.291409,0.124243,-0.588968,40.9188,3.9588,110.765,-0.464725,0.72854,3.514773905277252,-0.3817596435546875,1.41079,420.1000061035156,7.70489,0.309179,0.690619,7.70489,-0.309179,4.07917,362.3,4.644871794,362.3,4.644871794,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Jo Adell","LAA",120.85,465.35,420.654,93.872,52.3763,18.2595,1.91127,21.3249,56.0738,59.543,35.3307,1.10611,139.502,6.26672,2.653,0.445819,5.95913,13.8472,4.66769,0.223157,0.0759229,0.299778,0.253264,0.291392,0.427736,0.310332,0.719128,0.204579,5.40658,0.276391,-0.213255,0.146041,54.493,0.0572162,100.312,-0.0672137,-2.91023,0.09916162490844727,-2.018282115459442,1.40391,283.05999755859375,2.36017,-0.45438,0.766241,2.36017,0.45438,3.97834,502,4.14876033,502,4.14876033,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
"Carson Kelly","CHC",80.8471,298.194,265.579,60.7316,41.4316,10.6659,0.324063,8.31014,30.3693,32.1152,26.1824,0.100387,60.0383,3.8197,2.43794,0.174457,5.15998,0.679566,0.217041,0.228676,0.0878033,0.20134,0.436095,0.304456,0.365149,0.295997,0.669605,0.136473,2.27056,0.262542,-0.166113,-0.514982,31.4783,-3.40384,90.2998,-0.681095,1.42323,-4.065395951271057,7.661433100700378,1.39749,519.6900024414062,1.93025,0.938806,0.810814,1.93025,-0.938806,3.91892,274.6,3.390123456,274.6,3.390123456,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Joey Bart","PIT",96.4777,364.925,327.666,77.6433,51.7834,13.9162,0.396144,11.5475,40.5523,44.6683,28.0881,0.0317811,101.559,7.0869,1.92149,0.162364,6.5393,0.717422,0.226579,0.236959,0.0769695,0.278301,0.276569,0.309292,0.387572,0.306668,0.696865,0.150614,2.38161,0.305319,-0.127274,-0.634343,41.657,-1.03121,93.4885,-0.761617,-1.92071,-3.603121817111969,4.928014636039734,1.3919,266.0199890136719,2.20095,1.36799,0.520377,2.20095,-1.36799,4.30616,369.1,3.844791666,369.1,3.844791666,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Travis d'Arnaud","LAA",71.8563,269.707,245.707,57.3149,34.9568,11.2771,0.711546,10.3695,30.1355,34.008,17.9328,0.0344829,67.8619,3.99425,1.94928,0.123687,5.25076,0.458411,0.168944,0.233265,0.0664899,0.251613,0.264254,0.293942,0.411561,0.306304,0.705503,0.178296,2.8121,0.277087,-0.434418,-0.42542,30.7086,-0.84122,97.4791,-0.859838,0.829132,-1.6377915143966675,6.040928065776825,1.3833,417.2900085449219,2.79907,0.768471,0.870658,2.79907,-0.768471,3.83912,270.8,3.761111111,270.8,3.761111111,,,,,,,,,,,,,,,,,,,"Travis d'Arnaud","7739",518595
"Jesús Sánchez","MIA",129.242,515.807,465.387,116.056,71.8637,23.3008,2.16669,18.7246,59.5021,64.0957,42.8971,1.92515,132.758,4.34077,2.27664,0.905217,9.58996,10.3384,2.09328,0.249375,0.0831651,0.25738,0.323122,0.317136,0.429457,0.323167,0.746593,0.180083,4.86869,0.307834,-1.02329,0.29508,65.7299,5.39184,104.558,-0.728205,-0.575064,2.083110213279724,-5.936841905117035,1.37598,232.10000610351562,3.24924,-1.02954,0.248534,3.24924,1.02954,4.66862,595.7,4.617829457,595.7,4.617829457,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Josh Smith","TEX",96.8068,380.871,333.33,79.7635,53.0027,16.8164,1.1395,8.80496,44.5236,37.9303,33.3441,0.618301,79.1983,10.1393,2.38906,1.66857,5.15546,6.37382,1.79313,0.239293,0.0875469,0.20794,0.42102,0.325016,0.375825,0.310476,0.700842,0.136532,4.64597,0.286452,-0.470577,-0.208094,44.6446,0.0910848,102.203,-0.678671,-0.209899,0.2815449833869934,0.2129114866256714,1.36234,415.0199890136719,3.19238,1.87868,0.647139,3.19238,-1.87868,4.13715,389.4,4.014432989,389.4,4.014432989,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Freddy Fermin","KCR",78.4332,289.543,265.005,65.8486,46.6204,12.0223,0.799017,6.40684,29.7298,30.4185,19.4247,0.244119,56.1855,2.05623,2.18013,0.877367,6.19356,0.983633,0.226896,0.248481,0.0670874,0.194049,0.345724,0.302528,0.372406,0.295705,0.674935,0.123926,3.10619,0.290537,-0.0592961,-0.430725,30.4972,-3.37303,90.0992,-0.490021,1.27205,-3.8440849781036377,7.3239933252334595,1.35572,370.8399963378906,1.83242,2.27541,1.04534,1.83242,-2.27541,3.60621,266.4,3.415384615,266.4,3.415384615,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Hyeseong Kim","LAD",109.195,438.586,402.091,106.595,80.8023,18.1694,2.36594,5.25785,52.5052,41.5926,29.3718,1.02005,74.6679,2.69264,3.13979,1.29023,6.08547,16.8828,2.99643,0.265103,0.0669693,0.170247,0.393366,0.317085,0.361287,0.298096,0.678372,0.0961841,5.96698,0.311515,-0.294776,1.28024,47.0398,-4.26517,91.7442,0.98546,0,-3.2509779930114746,1.7442294359207153,1.35358,375.1600036621094,4.32178,0.0104027,1.20167,4.32178,-0.0104027,3.39777,427.7,3.923853211,427.7,3.923853211,,,,,,,,,,,,,,,,,,,"Hyeseong Kim","sa3012639",808975
"Luke Raley","SEA",118.437,454.656,405.693,93.0831,55.2643,17.0288,1.85464,18.9354,56.1,56.361,30.7979,0.429271,138.122,14.0289,2.77793,1.35825,5.50085,10.6074,2.43806,0.229442,0.0677388,0.303794,0.222976,0.304237,0.420583,0.315498,0.724819,0.19114,5.48857,0.294923,-0.243312,0.347483,55.1312,1.94644,112.098,0.104171,0.2153,6.397801198065281,-8.605517029762268,1.33729,300.30999755859375,3.17346,0.913363,0.494172,3.17346,-0.913363,4.3411,504.4,4.274576271,504.4,4.274576271,,,,,,,,,,,,,,,,,,,"Luke Raley","19354",670042
"Jacob Young","WSN",125.202,482.925,435.907,107.765,82.9909,19.3653,2.37311,3.03518,56.5711,35.8442,29.7628,0.209301,91.4715,8.41397,2.27404,6.56763,9.06353,29.358,5.94452,0.247219,0.0616303,0.189411,0.325378,0.306369,0.323422,0.281187,0.629791,0.0762023,6.74197,0.304734,-0.143624,2.50938,45.2228,-11.2689,79.2884,2.36576,4.3744,-9.594918966293335,6.306530594825745,1.32128,294.54998779296875,4.92961,-0.681232,1.66862,4.92961,0.681232,2.77517,415.8,3.3264,415.8,3.3264,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Lourdes Gurriel Jr.","ARI",132.84,559.543,517.638,140.456,93.8231,27.8406,2.03355,16.7588,66.018,72.4562,32.0135,0.748967,100.449,5.62927,4.07839,0.184224,11.7585,5.55803,1.59987,0.27134,0.0572136,0.179519,0.318705,0.318398,0.430108,0.323716,0.748506,0.158768,4.00666,0.305796,-0.512397,-0.568025,71.5507,6.09649,105.915,-1.08042,-0.310569,2.87732470035553,-8.920578122138977,1.30028,223.50999450683594,2.22303,0.254078,0.687288,2.22303,-0.254078,4.08362,638.2,4.79849624,638.2,4.79849624,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Ramón Urías","BAL",79.2507,296.76,267.903,66.5917,44.581,12.0615,1.20745,8.74167,34.5786,34.5061,22.2037,0.0983536,64.0025,4.73396,1.48104,0.438501,4.97808,1.51157,0.664003,0.248567,0.0748204,0.215671,0.346919,0.315635,0.400493,0.313675,0.716127,0.151926,3.69327,0.294193,0.116875,-0.53029,35.5494,0.834929,107.06,-0.413415,-0.446427,1.9838873744010925,0.5542127788066864,1.28382,683.489990234375,3.02864,0.197847,0.906841,3.02864,-0.197847,3.79088,314.3,3.978481012,314.3,3.978481012,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Ryan Mountcastle","BAL",124.357,517.059,474.657,123.322,80.5968,23.1823,1.31301,18.2303,59.0492,66.8152,33.6616,0.789356,120.554,2.95711,5.34362,0.440074,9.67211,2.93952,0.943008,0.259814,0.065102,0.233153,0.279224,0.309592,0.429408,0.31867,0.739,0.169594,3.40811,0.307993,-0.217232,-0.712905,64.0182,3.53359,110.574,-0.930137,0.576484,5.325649201869965,-10.18049305677414,1.27874,233.38999938964844,2.17214,-2.17669,0.530964,2.17214,2.17669,4.29205,569.3,4.591129032,569.3,4.591129032,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Spencer Horwitz","PIT",100.731,414.634,359.458,94.1317,61.8944,21.8568,0.783785,9.5967,47.9332,44.679,46.6787,1.53726,78.4549,5.50319,2.80061,0.192642,8.09032,2.13204,0.927663,0.261871,0.112578,0.189215,0.594975,0.353039,0.40713,0.334166,0.760168,0.145259,2.9631,0.308289,-0.579218,-0.837508,56.5081,8.00512,111.997,-1.41673,2.04139,4.531505823135376,-5.9739296436309814,1.27706,370.3699951171875,2.98654,0.812089,0.776757,2.98654,-0.812089,3.96432,490.9,4.860396039,490.9,4.860396039,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Spencer Steer","CIN",137.337,574.988,505.695,123.247,73.7302,28.5449,2.62857,18.343,68.4577,72.0795,57.6847,0.571773,120.252,8.1502,3.26016,0.198546,7.08288,16.3321,3.47752,0.243717,0.100323,0.209138,0.479699,0.328958,0.419379,0.327088,0.748336,0.175661,5.30959,0.283248,-0.207408,0.761006,75.0863,7.82527,103.345,0.553598,-0.369651,2.8533864617347717,-9.671485185623169,1.27337,130.6699981689453,2.03546,0.0435755,0.423931,2.03546,-0.0435755,4.43476,673.2,4.913868613,673.2,4.913868613,,,,,,,,,,,,,,,,,,,"Spencer Steer","26323",668715
"Jose Siri","NYM",102.983,393.167,359.243,74.5974,41.8144,14.4847,1.82104,16.4773,49.7272,46.3809,25.5513,0.085579,142.148,4.44356,2.77262,1.15606,4.00164,13.5999,3.68667,0.207652,0.0649884,0.361547,0.179751,0.26681,0.39571,0.28693,0.66252,0.188058,6.47594,0.285756,0.771552,0.660774,38.635,-7.35689,84.063,1.43233,3.15422,-5.898805022239685,4.743467807769775,1.23358,442,2.48528,0.302097,0.86873,2.48528,-0.302097,3.84169,368.8,3.580582524,368.8,3.580582524,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Kyle Isbel","KCR",123.209,455.239,413.582,96.6678,62.8646,19.7972,4.94025,9.06571,56.5821,44.5178,29.6721,0.343896,95.6572,5.03895,2.60788,4.33728,6.47325,12.2984,3.28016,0.233733,0.0651792,0.210125,0.310192,0.291369,0.37125,0.289727,0.66262,0.137518,6.86117,0.281256,0.862406,0.363791,45.7592,-7.49372,85.9868,1.2262,0.826858,-6.237701773643494,2.728237807750702,1.20404,524.6300048828125,3.72719,-0.181168,0.615808,3.72719,0.181168,4.17892,419.7,3.412195121,419.7,3.412195121,,,,,,,,,,,,,,,,,,,"Kyle Isbel","21614",664728
"Michael Conforto","LAD",116.377,470.227,414.24,98.1372,59.3739,18.8336,1.16768,18.7621,57.0042,61.7816,46.0063,1.96996,111.402,6.41617,3.15979,0.404724,9.53074,1.67649,0.597249,0.236909,0.0978384,0.236911,0.412976,0.320461,0.42389,0.323297,0.744351,0.186981,3.15111,0.276341,-0.197097,-0.773388,59.9711,4.9648,109.08,-0.970485,-2.82269,4.025120913982391,-8.210489273071289,1.18581,279.1199951171875,3.3384,-0.0871646,0.416045,3.3384,0.0871646,4.44527,531.2,4.579310344,531.2,4.579310344,,,,,,,,,,,,,,,,,,,"Michael Conforto","16376",624424
"Jonathan Aranda","TBR",104.699,401.711,352.67,88.4594,55.4272,16.9823,0.967726,15.0822,50.8768,48.6365,39.4335,1.342,100.672,6.39527,3.04764,0.164543,6.33105,0.643247,0.445212,0.250828,0.0981639,0.250608,0.391702,0.334427,0.432766,0.333532,0.767193,0.181938,2.78658,0.305785,0.21139,-0.840227,54.542,7.55062,116.121,-0.628837,0.898298,6.948102116584778,-8.860648453235626,1.18478,315.5299987792969,4.64101,0.590649,0.522229,4.64101,-0.590649,4.30369,472.7,4.501904761,472.7,4.501904761,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Christopher Morel","TBR",126.659,520.383,463.303,105.372,61.139,18.9352,2.75465,22.5433,62.1551,65.1933,47.1371,1.26748,142.758,5.58975,3.27528,1.07759,8.10776,8.8271,3.77739,0.227437,0.0905815,0.274333,0.330189,0.304443,0.426171,0.316348,0.730614,0.198734,4.80832,0.274926,0.56651,-0.653123,63.4574,2.58397,104.3,-0.0866124,-1.16187,2.5314439460635185,-8.437386631965637,1.1807,272.82000732421875,3.55392,-0.0964727,0.679497,3.55392,0.0964727,4.094,578.3,4.553543307,578.3,4.553543307,,,,,,,,,,,,,,,,,,,"Christopher Morel","21897",666624
