Name,Team,PTS,PTS/G,NameASCII,FangraphsId,MLBAMID,VORP,isRP
Oliver Dunn,MIL,196.0,2.39,Oliver Dunn,26295,686554,-223.89999999999998,False
Will Brennan,CLE,195.0,2.46,Will Brennan,25660,686823,-224.89999999999998,False
Luis Campusano,SDP,195.0,2.41,Luis Campusano,22217,669134,-224.89999999999998,False
Kyle Higashioka,TEX,195.0,2.41,Kyle Higashioka,5517,543309,-224.89999999999998,False
Elias Díaz,SDP,194.0,2.24,Elias Diaz,11680,553869,-225.89999999999998,False
Jarred Kelenic,ATL,193.0,2.85,Jarred Kelenic,22558,672284,-226.89999999999998,False
Caleb Durbin,MIL,191.0,2.84,Caleb Durbin,sa3017183,702332,-228.89999999999998,False
Ramón Laureano,BAL,190.0,2.73,Ramon Laureano,17128,657656,-229.89999999999998,False
Tirso Ornelas,SDP,189.0,2.54,Tirso Ornelas,sa3004048,672359,-230.89999999999998,False
Connor Joe,SDP,188.0,2.56,Connor Joe,16572,656582,-231.89999999999998,False
Carson Kelly,CHC,187.0,2.31,Carson Kelly,13620,608348,-232.89999999999998,False
Juan Brito,CLE,186.0,2.64,Juan Brito,sa3009808,682877,-233.89999999999998,False
Chris Taylor,LAD,186.0,2.58,Chris Taylor,13757,621035,-233.89999999999998,False
Brendan Rodgers,HOU,185.0,2.57,Brendan Rodgers,17907,663898,-234.89999999999998,False
Travis d'Arnaud,LAA,184.0,2.56,Travis d'Arnaud,7739,518595,-235.89999999999998,False
Will Benson,CIN,182.0,2.77,Will Benson,21853,666181,-237.89999999999998,False
Trey Sweeney,DET,182.0,2.52,Trey Sweeney,29575,700242,-237.89999999999998,False
Enrique Hernández,LAD,181.0,2.49,Enrique Hernandez,10472,571771,-238.89999999999998,False
Kyle Farmer,COL,180.0,2.3,Kyle Farmer,14813,571657,-239.89999999999998,False
Freddy Fermin,KCR,180.0,2.29,Freddy Fermin,21840,666023,-239.89999999999998,False
Jacob Stallings,COL,179.0,2.18,Jacob Stallings,13723,607732,-240.89999999999998,False
Brandon Drury,CHW,178.0,2.55,Brandon Drury,11615,592273,-241.89999999999998,False
Jordan Lawlar,ARI,177.0,3.02,Jordan Lawlar,29976,691783,-242.89999999999998,False
DJ LeMahieu,NYY,175.0,2.42,DJ LeMahieu,9874,518934,-244.89999999999998,False
Derek Hill,MIA,172.0,2.57,Derek Hill,16947,656537,-247.89999999999998,False
Blake Perkins,MIL,171.0,2.64,Blake Perkins,19921,663368,-248.89999999999998,False
Agustin Ramírez,MIA,171.0,2.73,Agustin Ramirez,sa3009276,682663,-248.89999999999998,False
Rob Refsnyder,BOS,171.0,2.68,Rob Refsnyder,13770,608701,-248.89999999999998,False
Mark Canha,MIL,169.0,2.61,Mark Canha,11445,592192,-250.89999999999998,False
Davis Schneider,TOR,169.0,2.73,Davis Schneider,23565,676914,-250.89999999999998,False
Gary Sánchez,BAL,169.0,2.53,Gary Sanchez,11442,596142,-250.89999999999998,False
Dane Myers,MIA,169.0,2.4,Dane Myers,22054,667472,-250.89999999999998,False
Christian Vázquez,MIN,168.0,2.09,Christian Vazquez,9774,543877,-251.89999999999998,False
Bryan De La Cruz,ATL,168.0,2.74,Bryan De La Cruz,19600,650559,-251.89999999999998,False
Trent Grisham,NYY,168.0,2.58,Trent Grisham,18564,663757,-251.89999999999998,False
Stuart Fairchild,CIN,167.0,2.5,Stuart Fairchild,20321,656413,-252.89999999999998,False
Chase Meidroth,CHW,165.0,2.61,Chase Meidroth,sa3020011,805367,-254.89999999999998,False
Anthony Rizzo,,164.0,2.6,Anthony Rizzo,3473,519203,-255.89999999999998,False
Jared Triolo,PIT,163.0,2.52,Jared Triolo,25807,669707,-256.9,False
Sam Hilliard,COL,161.0,2.59,Sam Hilliard,17954,656541,-258.9,False
Alex Call,WSN,160.0,2.63,Alex Call,19296,669743,-259.9,False
Jose Iglesias,SDP,160.0,2.33,Jose Iglesias,10231,578428,-259.9,False
Tyler Black,MIL,160.0,2.86,Tyler Black,29949,672012,-259.9,False
Zach McKinstry,DET,159.0,2.43,Zach McKinstry,19392,656716,-260.9,False
Adam Frazier,PIT,158.0,2.25,Adam Frazier,15223,624428,-261.9,False
Eloy Jiménez,TBR,157.0,2.71,Eloy Jimenez,17484,650391,-262.9,False
Victor Scott II,STL,157.0,2.5,Victor Scott II,31349,687363,-262.9,False
Austin Slater,CHW,155.0,2.3,Austin Slater,16153,596103,-264.9,False
Eddie Rosario,LAD,155.0,2.23,Eddie Rosario,12155,592696,-264.9,False
Dairon Blanco,KCR,154.0,2.59,Dairon Blanco,19779,680118,-265.9,False
Nick Yorke,PIT,154.0,2.77,Nick Yorke,27504,694377,-265.9,False
Amed Rosario,WSN,154.0,2.59,Amed Rosario,15518,642708,-265.9,False
Taylor Walls,TBR,153.0,2.5,Taylor Walls,22458,670764,-266.9,False
Jose Trevino,CIN,151.0,2.21,Jose Trevino,16725,624431,-268.9,False
Dillon Dingler,DET,151.0,2.32,Dillon Dingler,27464,693307,-268.9,False
Orelvis Martinez,TOR,150.0,2.62,Orelvis Martinez,25967,682619,-269.9,False
Santiago Espinal,CIN,149.0,2.36,Santiago Espinal,19997,669289,-270.9,False
Thomas Saggese,STL,149.0,2.46,Thomas Saggese,27883,695336,-270.9,False
Luis Urías,ATH,145.0,2.27,Luis Urias,16622,649966,-274.9,False
Victor Caratini,HOU,143.0,2.3,Victor Caratini,14968,605170,-276.9,False
Eguy Rosario,SDP,142.0,2.26,Eguy Rosario,19964,666703,-277.9,False
Michael Siani,STL,139.0,2.09,Michael Siani,22557,672279,-280.9,False
Gabriel Arias,CLE,138.0,2.37,Gabriel Arias,22563,672356,-281.9,False
Oswald Peraza,NYY,138.0,2.5,Oswald Peraza,22823,672724,-281.9,False
Pedro Pagés,STL,138.0,2.2,Pedro Pages,25782,686780,-281.9,False
David Peralta,,137.0,2.35,David Peralta,2136,444482,-282.9,False
Noelvi Marte,CIN,137.0,2.69,Noelvi Marte,26517,682622,-282.9,False
Jacob Melton,HOU,136.0,2.7,Jacob Melton,sa3019988,689200,-283.9,False
Adam Duvall,,135.0,2.5,Adam Duvall,10950,594807,-284.9,False
Tyler Freeman,CLE,135.0,2.49,Tyler Freeman,22532,671289,-284.9,False
Kevin Newman,LAA,134.0,2.19,Kevin Newman,17696,621028,-285.9,False
Edmundo Sosa,PHI,132.0,2.4,Edmundo Sosa,17022,624641,-287.9,False
Drake Baldwin,ATL,132.0,2.43,Drake Baldwin,sa3019920,686948,-287.9,False
Korey Lee,CHW,131.0,2.09,Korey Lee,25543,686676,-288.9,False
Ben Rortvedt,TBR,130.0,1.95,Ben Rortvedt,20287,666163,-289.9,False
Joey Gallo,CHW,130.0,2.62,Joey Gallo,14128,608336,-289.9,False
Andy Ibáñez,DET,130.0,2.23,Andy Ibanez,18819,628451,-289.9,False
David Fry,CLE,129.0,2.54,David Fry,24934,681807,-290.9,False
Luisangel Acuña,NYM,128.0,2.82,Luisangel Acuna,26548,682668,-291.9,False
Jon Berti,CHC,127.0,2.61,Jon Berti,12037,542932,-292.9,False
Drew Romo,COL,126.0,2.2,Drew Romo,27763,691011,-293.9,False
Esteury Ruiz,ATH,126.0,2.9,Esteury Ruiz,21780,665923,-293.9,False
Luis Matos,SFG,125.0,2.46,Luis Matos,26467,682641,-294.9,False
Sean Bouchard,COL,125.0,2.71,Sean Bouchard,21270,656248,-294.9,False
Michael A. Taylor,CHW,123.0,2.28,Michael A. Taylor,11489,572191,-296.9,False
Kyle Teel,CHW,123.0,2.58,Kyle Teel,sa3022886,691019,-296.9,False
Ben Gamel,HOU,121.0,2.32,Ben Gamel,12160,592325,-298.9,False
Whit Merrifield,,120.0,2.71,Whit Merrifield,11281,593160,-299.9,False
David Hamilton,BOS,120.0,3.01,David Hamilton,27531,666152,-299.9,False
Miguel Rojas,LAD,119.0,2.34,Miguel Rojas,7802,500743,-300.9,False
Edgar Quero,CHW,118.0,2.5,Edgar Quero,sa3015239,700337,-301.9,False
Yasmani Grandal,,116.0,2.28,Yasmani Grandal,11368,518735,-303.9,False
Carson Williams,TBR,115.0,2.23,Carson Williams,sa3017795,700246,-304.9,False
Carlos Narvaez,BOS,115.0,2.04,Carlos Narvaez,19722,665966,-304.9,False
Zac Veen,COL,115.0,2.83,Zac Veen,sa3014516,691728,-304.9,False
Brooks Baldwin,CHW,113.0,2.5,Brooks Baldwin,31394,681460,-306.9,False
Adrian Del Castillo,ARI,112.0,2.61,Adrian Del Castillo,29554,680728,-307.9,False
Nelson Velázquez,KCR,112.0,2.79,Nelson Velazquez,23359,676369,-307.9,False
Luis Torrens,NYM,112.0,2.05,Luis Torrens,15905,620443,-307.9,False
James McCann,,112.0,2.27,James McCann,12859,543510,-307.9,False
Coby Mayo,BAL,112.0,2.48,Coby Mayo,28312,691723,-307.9,False
Garrett Hampson,ARI,111.0,1.42,Garrett Hampson,19262,641658,-308.9,False
Javier Sanoja,MIA,111.0,2.28,Javier Sanoja,28253,691594,-308.9,False
Ildemaro Vargas,ARI,111.0,1.68,Ildemaro Vargas,13324,545121,-308.9,False
Colby Thomas,ATH,111.0,2.68,Colby Thomas,sa3020713,687515,-308.9,False
Ezequiel Duran,TEX,111.0,2.47,Ezequiel Duran,23733,677649,-308.9,False
Oscar Colás,CHW,108.0,2.28,Oscar Colas,30162,693049,-311.9,False
Jorge Mateo,BAL,105.0,2.77,Jorge Mateo,17273,622761,-314.9,False
Dalton Rushing,LAD,105.0,2.15,Dalton Rushing,sa3019892,687221,-314.9,False
Brett Baty,NYM,104.0,2.46,Brett Baty,26123,683146,-315.9,False
Jack Suwinski,PIT,103.0,2.81,Jack Suwinski,22244,669261,-316.9,False
Austin Martin,MIN,103.0,2.34,Austin Martin,27462,668885,-316.9,False
Brett Wisely,SFG,101.0,2.24,Brett Wisely,27735,689172,-318.9,False
Joshua Palacios,PIT,100.0,2.43,Joshua Palacios,19818,641943,-319.9,False
Blaze Alexander,ARI,98.0,2.29,Blaze Alexander,23789,677942,-321.9,False
Ben Rice,NYY,97.0,2.79,Ben Rice,29576,700250,-322.9,False
Andruw Monasterio,MIL,96.0,2.33,Andruw Monasterio,19455,655316,-323.9,False
Tom Murphy,SFG,95.0,2.29,Tom Murphy,13499,608596,-324.9,False
Eric Wagaman,MIA,94.0,2.66,Eric Wagaman,23395,676572,-325.9,False
Max Schuemann,ATH,93.0,2.32,Max Schuemann,24488,680474,-326.9,False
Justyn-Henry Malloy,DET,93.0,2.58,Justyn-Henry Malloy,29606,669234,-326.9,False
Robbie Grossman,,92.0,2.4,Robbie Grossman,5254,543257,-327.9,False
Billy Cook,PIT,92.0,2.61,Billy Cook,29573,695257,-327.9,False
Joey Loperfido,TOR,92.0,2.41,Joey Loperfido,29630,694388,-327.9,False
Daniel Schneemann,CLE,91.0,2.31,Daniel Schneemann,25180,682177,-328.9,False
Austin Hedges,CLE,91.0,1.53,Austin Hedges,12976,595978,-328.9,False
Addison Barger,TOR,91.0,2.47,Addison Barger,24598,680718,-328.9,False
Angel Martínez,CLE,91.0,2.57,Angel Martinez,26540,682657,-328.9,False
Vidal Bruján,CHC,90.0,2.19,Vidal Brujan,20536,660644,-329.9,False
Jon Singleton,HOU,90.0,2.45,Jon Singleton,10441,572138,-329.9,False
Joey Wiemer,KCR,90.0,2.03,Joey Wiemer,27690,686894,-329.9,False
Matt Thaiss,CHW,90.0,2.18,Matt Thaiss,19318,642136,-329.9,False
Nick Gordon,BAL,89.0,1.85,Nick Gordon,16337,624503,-330.9,False
Eric Haase,MIL,87.0,2.21,Eric Haase,14111,606992,-332.9,False
Juan Yepez,WSN,87.0,2.61,Juan Yepez,18400,660766,-332.9,False
Grant McCray,SFG,86.0,2.58,Grant McCray,25690,687529,-333.9,False
Dylan Carlson,BAL,85.0,2.33,Dylan Carlson,20126,666185,-334.9,False
J.D. Davis,LAA,85.0,2.42,J.D. Davis,16219,605204,-334.9,False
DJ Stewart,PIT,85.0,2.23,DJ Stewart,17766,621466,-334.9,False
Austin Barnes,LAD,84.0,1.99,Austin Barnes,12158,605131,-335.9,False
Romy Gonzalez,BOS,84.0,2.56,Romy Gonzalez,21562,663853,-335.9,False
Jake Mangum,TBR,84.0,2.45,Jake Mangum,sa3011255,663968,-335.9,False
Luken Baker,STL,83.0,2.33,Luken Baker,21497,663609,-336.9,False
Alex Jackson,NYY,83.0,2.06,Alex Jackson,17276,656577,-336.9,False
Tyler Heineman,TOR,83.0,1.75,Tyler Heineman,13897,623168,-336.9,False
Rafael Marchán,PHI,83.0,2.16,Rafael Marchan,21646,665561,-336.9,False
Drew Waters,KCR,82.0,2.6,Drew Waters,20505,671221,-337.9,False
Enmanuel Valdez,PIT,82.0,2.34,Enmanuel Valdez,21716,665839,-337.9,False
Bryan Ramos,CHW,80.0,2.39,Bryan Ramos,25621,682868,-339.9,False
Jake Bauers,MIL,80.0,2.68,Jake Bauers,15194,641343,-339.9,False
Curtis Mead,TBR,80.0,2.49,Curtis Mead,23986,678554,-339.9,False
Dominic Canzone,SEA,80.0,2.4,Dominic Canzone,26438,686527,-339.9,False
Johnathan Rodriguez,CLE,80.0,2.45,Johnathan Rodriguez,22530,671286,-339.9,False
Nick Allen,ATL,79.0,2.08,Nick Allen,22277,669397,-340.9,False
Nick Senzel,CHW,79.0,2.23,Nick Senzel,19293,669222,-340.9,False
James Outman,LAD,78.0,2.6,James Outman,24770,681546,-341.9,False
Tyler Wade,SDP,77.0,1.89,Tyler Wade,15730,642180,-342.9,False
Matt Carpenter,,75.0,1.99,Matt Carpenter,8090,572761,-344.9,False
Darell Hernaiz,ATH,75.0,2.11,Darell Hernaiz,26224,687231,-344.9,False
Henry Davis,PIT,75.0,2.38,Henry Davis,29617,680779,-344.9,False
Ronny Mauricio,NYM,74.0,2.69,Ronny Mauricio,23698,677595,-345.9,False
Rowdy Tellez,SEA,73.0,2.54,Rowdy Tellez,15679,642133,-346.9,False
Riley Adams,WSN,73.0,2.23,Riley Adams,19864,656180,-346.9,False
Corey Julks,CHW,73.0,1.9,Corey Julks,20311,667452,-346.9,False
Chase DeLauter,CLE,72.0,2.81,Chase DeLauter,sa3021053,800050,-347.9,False
Nick Loftin,KCR,72.0,2.23,Nick Loftin,27630,679845,-347.9,False
Gavin Sheets,SDP,72.0,2.24,Gavin Sheets,19901,657757,-347.9,False
Graham Pauley,MIA,71.0,2.29,Graham Pauley,31363,688363,-348.9,False
Travis Bazzana,CLE,70.0,2.42,Travis Bazzana,sa3025129,683953,-349.9,False
Alan Roden,TOR,69.0,2.69,Alan Roden,sa3020212,702176,-350.9,False
Kevin Pillar,TEX,69.0,2.54,Kevin Pillar,12434,607680,-350.9,False
Cole Young,SEA,67.0,2.54,Cole Young,sa3020459,702284,-352.9,False
Nick Pratto,KCR,67.0,2.43,Nick Pratto,22117,668472,-352.9,False
Bryce Eldridge,SFG,66.0,2.56,Bryce Eldridge,sa3022757,805811,-353.9,False
Ji Hwan Bae,PIT,65.0,2.49,Ji Hwan Bae,23818,678225,-354.9,False
Vaughn Grissom,BOS,65.0,2.51,Vaughn Grissom,26031,687093,-354.9,False
Andrés Chaparro,WSN,65.0,2.63,Andres Chaparro,21797,665953,-354.9,False
Weston Wilson,PHI,65.0,2.48,Weston Wilson,19358,642215,-354.9,False
Tyler Locklear,SEA,64.0,2.42,Tyler Locklear,31396,682988,-355.9,False
Christian Bethancourt,TOR,64.0,2.19,Christian Bethancourt,10028,542194,-355.9,False
Cavan Biggio,KCR,64.0,2.19,Cavan Biggio,19252,624415,-355.9,False
Cam Smith,HOU,62.0,2.67,Cam Smith,sa3025358,701358,-357.9,False
Taylor Trammell,HOU,62.0,1.89,Taylor Trammell,19960,666211,-357.9,False
Casey Schmitt,SFG,62.0,2.31,Casey Schmitt,27577,669477,-357.9,False
Max Acosta,MIA,61.0,2.39,Max Acosta,sa3014711,691185,-358.9,False
Luke Keaschall,MIN,61.0,2.74,Luke Keaschall,sa3022614,807712,-358.9,False
Everson Pereira,NYY,59.0,2.77,Everson Pereira,23695,677592,-360.9,False
Vinny Capra,MIL,59.0,1.98,Vinny Capra,25040,681962,-360.9,False
Liam Hicks,MIA,58.0,2.13,Liam Hicks,sa3017400,689414,-361.9,False
Nathan Lukes,TOR,58.0,2.24,Nathan Lukes,18123,664770,-361.9,False
Dominic Fletcher,CHW,58.0,2.05,Dominic Fletcher,26149,666150,-361.9,False
Manuel Margot,MIL,57.0,2.45,Manuel Margot,14712,622534,-362.9,False
Daz Cameron,BAL,57.0,1.84,Daz Cameron,18353,663662,-362.9,False
DaShawn Keirsey Jr.,MIN,55.0,2.24,DaShawn Keirsey Jr.,24496,680577,-364.9,False
Tim Anderson,LAA,54.0,2.16,Tim Anderson,15172,641313,-365.9,False
Chandler Simpson,TBR,54.0,3.02,Chandler Simpson,sa3020219,802415,-365.9,False
Gage Workman,CHC,54.0,2.77,Gage Workman,sa3014441,669398,-365.9,False
Aledmys Díaz,,53.0,2.06,Aledmys Diaz,15937,649557,-366.9,False
Scott Kingery,LAA,52.0,2.5,Scott Kingery,17975,664068,-367.9,False
Jose Herrera,ARI,51.0,1.75,Jose Herrera,17040,645444,-368.9,False
Leo Jiménez,TOR,51.0,2.21,Leo Jimenez,23782,677870,-368.9,False
Luis Guillorme,HOU,51.0,1.85,Luis Guillorme,16451,641645,-368.9,False
José Abreu,,50.0,2.15,Jose Abreu,15676,547989,-369.9,False
Myles Straw,TOR,50.0,1.65,Myles Straw,17620,664702,-369.9,False
Garrett Stubbs,PHI,49.0,1.96,Garrett Stubbs,18067,596117,-370.9,False
Marco Luciano,SFG,49.0,2.15,Marco Luciano,25616,682617,-370.9,False
Travis Jankowski,CHW,49.0,1.97,Travis Jankowski,13768,608671,-370.9,False
Jhonny Pereda,ATH,48.0,1.75,Jhonny Pereda,19802,640902,-371.9,False
Drew Millas,WSN,47.0,2.31,Drew Millas,25643,686452,-372.9,False
Kody Clemens,PHI,43.0,2.23,Kody Clemens,20572,665019,-376.9,False
Max Muncy,ATH,43.0,2.36,Max Muncy,sa3017290,691777,-376.9,False
Anthony Rendon,LAA,42.0,2.38,Anthony Rendon,12861,543685,-377.9,False
Emmanuel Rodriguez,MIN,42.0,2.8,Emmanuel Rodriguez,sa3014693,691181,-377.9,False
Abraham Toro,BOS,41.0,2.29,Abraham Toro,19844,647351,-378.9,False
Robert Hassell III,WSN,41.0,2.18,Robert Hassell III,sa3014701,690987,-378.9,False
Cal Stevenson,PHI,41.0,2.14,Cal Stevenson,22411,670276,-378.9,False
Zach Dezenzo,HOU,41.0,2.63,Zach Dezenzo,31562,701305,-378.9,False
Jac Caglianone,KCR,40.0,2.25,Jac Caglianone,sa3025245,695506,-379.9,False
Leo Rivas,SEA,40.0,2.04,Leo Rivas,21009,660844,-379.9,False
Chadwick Tromp,ATL,40.0,2.01,Chadwick Tromp,16953,644433,-379.9,False
Danny Mendick,CHW,40.0,1.68,Danny Mendick,18889,664901,-379.9,False
Victor Mesa Jr.,MIA,40.0,2.35,Victor Mesa Jr.,sa3010700,683748,-379.9,False
Jakob Marsee,MIA,39.0,2.51,Jakob Marsee,sa3019868,805300,-380.9,False
Greg Jones,COL,39.0,1.59,Greg Jones,25448,675659,-380.9,False
Yan Gomes,,39.0,1.92,Yan Gomes,9627,543228,-380.9,False
Bobby Dalbec,CHW,39.0,1.66,Bobby Dalbec,19966,666915,-380.9,False
Emmanuel Rivera,BAL,39.0,1.7,Emmanuel Rivera,19890,656896,-380.9,False
Blake Sabol,BOS,39.0,2.2,Blake Sabol,25805,666165,-380.9,False
Austin Shenton,SEA,39.0,2.22,Austin Shenton,25425,668853,-380.9,False
Matt Duffy,,39.0,1.78,Matt Duffy,13836,622110,-380.9,False
Rece Hinds,CIN,38.0,1.55,Rece Hinds,27493,677956,-381.9,False
Jared Serna,MIA,38.0,2.54,Jared Serna,sa3015579,691858,-381.9,False
Brett Harris,ATH,38.0,2.1,Brett Harris,29788,695391,-381.9,False
Jason Delay,PIT,38.0,1.77,Jason Delay,19806,641511,-381.9,False
Adael Amador,COL,37.0,2.66,Adael Amador,27962,691182,-382.9,False
Eli White,ATL,36.0,2.04,Eli White,19346,642201,-383.9,False
Aaron Schunk,COL,36.0,1.51,Aaron Schunk,25524,668845,-383.9,False
Luke Williams,ATL,35.0,1.78,Luke Williams,19931,663897,-384.9,False
Kameron Misner,TBR,34.0,2.17,Kameron Misner,26374,670224,-385.9,False
Grae Kessinger,ARI,34.0,1.5,Grae Kessinger,25813,666197,-385.9,False
Samuel Basallo,BAL,34.0,1.76,Samuel Basallo,sa3015716,694212,-385.9,False
Denzel Clarke,ATH,34.0,1.61,Denzel Clarke,sa3017426,672016,-385.9,False
Curt Casali,ATL,34.0,1.84,Curt Casali,12510,592200,-385.9,False
Owen Caissie,CHC,34.0,2.6,Owen Caissie,sa3014465,683357,-385.9,False
Omar Narváez,CHW,33.0,1.72,Omar Narvaez,13338,553882,-386.9,False
Liover Peguero,PIT,33.0,2.5,Liover Peguero,24273,678894,-386.9,False
Alika Williams,PIT,33.0,1.44,Alika Williams,27604,675961,-386.9,False
Nacho Alvarez Jr.,ATL,33.0,2.51,Nacho Alvarez Jr.,31765,805373,-386.9,False
Jorge Barrosa,ARI,33.0,2.01,Jorge Barrosa,23968,678489,-386.9,False
Miguel Sanó,,33.0,2.57,Miguel Sano,12164,593934,-386.9,False
David Hensley,DET,33.0,1.55,David Hensley,25111,682073,-386.9,False
Yuli Gurriel,SDP,33.0,2.32,Yuli Gurriel,19198,493329,-386.9,False
Trey Lipscomb,WSN,33.0,2.23,Trey Lipscomb,31567,702358,-386.9,False
Kevin Alcántara,CHC,33.0,2.39,Kevin Alcantara,25971,682634,-386.9,False
Nicky Lopez,CHC,32.0,1.83,Nicky Lopez,19339,670032,-387.9,False
Nick Maton,CHW,31.0,2.05,Nick Maton,21635,665155,-388.9,False
Shay Whitcomb,HOU,31.0,2.37,Shay Whitcomb,27789,694376,-388.9,False
Martín Maldonado,SDP,31.0,1.98,Martin Maldonado,6887,455117,-388.9,False
Brady House,WSN,31.0,2.41,Brady House,sa3017694,691781,-388.9,False
Michael Helman,STL,31.0,1.69,Michael Helman,24605,680737,-388.9,False
Kyle McCann,ATH,31.0,1.73,Kyle McCann,25575,668832,-388.9,False
Brandon Lockridge,SDP,31.0,1.8,Brandon Lockridge,21496,663604,-388.9,False
Ryan Noda,LAA,31.0,2.33,Ryan Noda,23312,676116,-388.9,False
Alexander Canario,NYM,31.0,2.18,Alexander Canario,22842,672744,-388.9,False
Nick Ahmed,TEX,30.0,1.84,Nick Ahmed,12147,605113,-389.9,False
Luke Maile,KCR,30.0,1.91,Luke Maile,13355,571912,-389.9,False
José Fermín,STL,30.0,1.79,Jose Fermin,21746,665877,-389.9,False
Miles Mastrobuoni,SEA,30.0,1.83,Miles Mastrobuoni,20017,670156,-389.9,False
Tomás Nido,DET,30.0,1.8,Tomas Nido,13755,621512,-389.9,False
Jonatan Clase,TOR,29.0,2.48,Jonatan Clase,26599,682729,-390.9,False
Garrett Cooper,ATL,29.0,2.21,Garrett Cooper,15279,643265,-390.9,False
Seby Zavala,BOS,28.0,1.86,Seby Zavala,18887,664874,-391.9,False
Charles Leblanc,ATL,28.0,1.82,Charles Leblanc,19813,641779,-391.9,False
Tyler Gentry,KCR,28.0,1.88,Tyler Gentry,27784,694355,-391.9,False
Stone Garrett,WSN,27.0,2.19,Stone Garrett,19273,656448,-392.9,False
Joey Wendle,,27.0,1.73,Joey Wendle,13853,621563,-392.9,False
Nasim Nuñez,WSN,27.0,1.71,Nasim Nunez,25979,683083,-392.9,False
Tim Tawa,ARI,26.0,2.48,Tim Tawa,sa3016970,694374,-393.9,False
Bryce Johnson,PIT,26.0,1.03,Bryce Johnson,20002,669369,-393.9,False
Moises Ballesteros,CHC,26.0,1.93,Moises Ballesteros,sa3015713,694208,-393.9,False
Marcelo Mayer,BOS,26.0,2.54,Marcelo Mayer,sa3017114,691785,-393.9,False
Sam Huff,SFG,25.0,1.64,Sam Huff,22209,669087,-394.9,False
Pedro León,HOU,24.0,2.56,Pedro Leon,27781,694175,-395.9,False
Hao-Yu  Lee,DET,23.0,2.62,Hao-Yu  Lee,sa3017863,701678,-396.9,False
Wade Meckler,SFG,23.0,2.4,Wade Meckler,31490,685133,-396.9,False
Elehuris Montero,,22.0,2.4,Elehuris Montero,20543,660707,-397.9,False
Keston Hiura,COL,22.0,2.67,Keston Hiura,20003,669374,-397.9,False
Michael Stefanic,TOR,22.0,1.56,Michael Stefanic,25353,683021,-397.9,False
J.C. Escarra,NYY,22.0,2.06,J.C. Escarra,sa738605,641555,-397.9,False
Nick Kurtz,ATH,21.0,2.67,Nick Kurtz,sa3025385,701762,-398.9,False
Nick Sogard,BOS,21.0,2.07,Nick Sogard,25483,686765,-398.9,False
Max Stassi,SFG,21.0,1.59,Max Stassi,10059,545358,-398.9,False
Akil Baddoo,DET,21.0,2.01,Akil Baddoo,22168,668731,-398.9,False
Zach DeLoach,CHW,20.0,1.81,Zach DeLoach,27471,676113,-399.9,False
Cooper Bowman,ATH,20.0,2.32,Cooper Bowman,sa3016966,688682,-399.9,False
Bligh Madris,DET,20.0,1.95,Bligh Madris,20054,676632,-399.9,False
Niko Kavadas,LAA,20.0,2.2,Niko Kavadas,29782,694359,-399.9,False
Kyren Paris,LAA,20.0,1.89,Kyren Paris,26420,677347,-399.9,False
Mike Brosseau,SDP,20.0,2.05,Mike Brosseau,19683,670712,-399.9,False
Jeferson Quero,MIL,19.0,2.43,Jeferson Quero,sa3015407,691620,-400.9,False
Reese McGuire,CHC,19.0,1.88,Reese McGuire,15674,624512,-400.9,False
Donovan Walton,NYM,19.0,1.33,Donovan Walton,19314,622268,-400.9,False
Logan Driscoll,TBR,19.0,1.97,Logan Driscoll,25475,686482,-400.9,False
Mickey Gasper,MIN,19.0,1.13,Mickey Gasper,24759,681508,-400.9,False
David Villar,SFG,19.0,1.98,David Villar,24782,681584,-400.9,False
Blake Dunn,CIN,19.0,1.85,Blake Dunn,29487,694362,-400.9,False
Darick Hall,PIT,18.0,2.23,Darick Hall,19717,669742,-401.9,False
Jair Camargo,MIN,18.0,1.55,Jair Camargo,21730,665856,-401.9,False
Jacob Hurtubise,CIN,18.0,2.11,Jacob Hurtubise,27599,674441,-401.9,False
Christian Cairo,ATL,17.0,1.7,Christian Cairo,sa3010028,686551,-402.9,False
Zach Remillard,,17.0,1.52,Zach Remillard,19788,621545,-402.9,False
Jahmai Jones,DET,17.0,1.84,Jahmai Jones,18872,663330,-402.9,False
Edward Olivares,,16.0,1.96,Edward Olivares,19698,658668,-403.9,False
Dustin Harris,TEX,16.0,2.38,Dustin Harris,25705,687957,-403.9,False
Darren Baker,WSN,16.0,2.0,Darren Baker,29912,671117,-403.9,False
Austin Wynns,CIN,16.0,1.73,Austin Wynns,15271,642851,-403.9,False
Cooper Hummel,HOU,15.0,1.9,Cooper Hummel,19458,669450,-404.9,False
Jakson Reetz,NYM,15.0,1.71,Jakson Reetz,17837,656883,-404.9,False
Carlos Pérez,CHC,15.0,1.56,Carlos Perez,10642,542208,-404.9,False
Oscar Gonzalez,SDP,15.0,2.36,Oscar Gonzalez,20970,660757,-404.9,False
Brewer Hicklen,MIL,15.0,1.98,Brewer Hicklen,20450,676551,-404.9,False
Ryan Kreidler,DET,15.0,1.51,Ryan Kreidler,25867,668952,-404.9,False
Trenton Brooks,SDP,15.0,1.6,Trenton Brooks,19384,670092,-404.9,False
Isaac Collins,MIL,14.0,1.75,Isaac Collins,25477,686555,-405.9,False
Tim Elko,CHW,14.0,2.35,Tim Elko,sa3020188,671284,-405.9,False
Matt Koperniak,STL,14.0,2.26,Matt Koperniak,sa3014834,689288,-405.9,False
